"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"10722","7.0","1","26","2","3.71","13.00","21.0","v Zimbabwe","Sharjah","19 Feb 2018","ODI # 3979","Mohammad Nabi",25913
"10723","8.2","0","35","0","4.20","-","-","v Scotland","Bulawayo","4 Mar 2018","ODI # 3983","Mohammad Nabi",25913
"10724","6.0","0","31","1","5.16","31.00","36.0","v Zimbabwe","Bulawayo","6 Mar 2018","ODI # 3988","Mohammad Nabi",25913
"10725","9.0","1","48","3","5.33","16.00","18.0","v Hong Kong","Bulawayo","8 Mar 2018","ODI # 3990","Mohammad Nabi",25913
"10726","10.0","1","43","2","4.30","21.50","30.0","v West Indies","Harare","15 Mar 2018","ODI # 3997","Mohammad Nabi",25913
"10727","8.0","0","33","1","4.12","33.00","48.0","v U.A.E.","Harare","20 Mar 2018","ODI # 4003","Mohammad Nabi",25913
"10728","9.0","0","48","1","5.33","48.00","54.0","v Ireland","Harare","23 Mar 2018","ODI # 4006","Mohammad Nabi",25913
"10729","9.0","1","37","0","4.11","-","-","v West Indies","Harare","25 Mar 2018","ODI # 4007","Mohammad Nabi",25913
"10730","10.0","0","42","2","4.20","21.00","30.0","v Ireland","Belfast","27 Aug 2018","ODI # 4032","Mohammad Nabi",25913
"10731","8.5","2","38","2","4.30","19.00","26.5","v Ireland","Belfast","29 Aug 2018","ODI # 4033","Mohammad Nabi",25913
"10732","8.1","0","26","2","3.18","13.00","24.5","v Ireland","Belfast","31 Aug 2018","ODI # 4035","Mohammad Nabi",25913
"10733","10.0","1","30","2","3.00","15.00","30.0","v Sri Lanka","Abu Dhabi","17 Sep 2018","ODI # 4038","Mohammad Nabi",25913
"10734","10.0","1","24","1","2.40","24.00","60.0","v Bangladesh","Abu Dhabi","20 Sep 2018","ODI # 4041","Mohammad Nabi",25913
"10735","10.0","0","50","0","5.00","-","-","v Pakistan","Abu Dhabi","21 Sep 2018","ODI # 4043","Mohammad Nabi",25913
"10736","10.0","0","44","0","4.40","-","-","v Bangladesh","Abu Dhabi","23 Sep 2018","ODI # 4045","Mohammad Nabi",25913
"10737","10.0","0","40","2","4.00","20.00","30.0","v India","Dubai (DSC)","25 Sep 2018","ODI # 4046","Mohammad Nabi",25913
"10738","10.0","0","52","1","5.20","52.00","60.0","v Ireland","Dehradun","28 Feb 2019","ODI # 4100","Mohammad Nabi",25913
"10739","-","-","-","-","-","-","-","v Ireland","Dehradun","2 Mar 2019","ODI # 4101","Mohammad Nabi",25913
"10740","10.0","0","45","1","4.50","45.00","60.0","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Mohammad Nabi",25913
"10741","7.3","1","18","1","2.40","18.00","45.0","v Ireland","Dehradun","8 Mar 2019","ODI # 4108","Mohammad Nabi",25913
"10742","9.2","0","47","1","5.03","47.00","56.0","v Ireland","Dehradun","10 Mar 2019","ODI # 4110","Mohammad Nabi",25913
"10743","-","-","-","-","-","-","-","v Ireland","Belfast","27 Aug 2018","ODI # 4032","Hazratullah Zazai",793457
"10744","-","-","-","-","-","-","-","v Ireland","Belfast","29 Aug 2018","ODI # 4033","Hazratullah Zazai",793457
"10745","-","-","-","-","-","-","-","v Ireland","Dehradun","28 Feb 2019","ODI # 4100","Hazratullah Zazai",793457
"10746","-","-","-","-","-","-","-","v Ireland","Dehradun","2 Mar 2019","ODI # 4101","Hazratullah Zazai",793457
"10747","-","-","-","-","-","-","-","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Hazratullah Zazai",793457
"10748","-","-","-","-","-","-","-","v Ireland","Dehradun","8 Mar 2019","ODI # 4108","Hazratullah Zazai",793457
"10749","-","-","-","-","-","-","-","v Scotland","Edinburgh","10 May 2019","ODI # 4131","Hazratullah Zazai",793457
"10750","-","-","-","-","-","-","-","v Kenya","Sharjah","2 Oct 2013","ODI # 3417","Hashmatullah Shahidi",440970
"10751","-","-","-","-","-","-","-","v Kenya","Sharjah","4 Oct 2013","ODI # 3418","Hashmatullah Shahidi",440970
"10752","-","-","-","-","-","-","-","v Hong Kong","Kuala Lumpur","1 May 2014","ODI # 3487","Hashmatullah Shahidi",440970
"10753","2.0","0","17","0","8.50","-","-","v U.A.E.","Kuala Lumpur","2 May 2014","ODI # 3488","Hashmatullah Shahidi",440970
"10754","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","18 Jul 2014","ODI # 3503","Hashmatullah Shahidi",440970
"10755","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","20 Jul 2014","ODI # 3504","Hashmatullah Shahidi",440970
"10756","-","-","-","-","-","-","-","v Zimbabwe","Sharjah","2 Jan 2016","ODI # 3719","Hashmatullah Shahidi",440970
"10757","-","-","-","-","-","-","-","v Zimbabwe","Sharjah","4 Jan 2016","ODI # 3720","Hashmatullah Shahidi",440970
"10758","-","-","-","-","-","-","-","v Zimbabwe","Sharjah","6 Jan 2016","ODI # 3722","Hashmatullah Shahidi",440970
"10759","-","-","-","-","-","-","-","v Bangladesh","Dhaka","25 Sep 2016","ODI # 3781","Hashmatullah Shahidi",440970
"10760","-","-","-","-","-","-","-","v Bangladesh","Dhaka","28 Sep 2016","ODI # 3783","Hashmatullah Shahidi",440970
"10761","-","-","-","-","-","-","-","v Bangladesh","Dhaka","1 Oct 2016","ODI # 3786","Hashmatullah Shahidi",440970
"10762","1.0","0","8","0","8.00","-","-","v Zimbabwe","Harare","16 Feb 2017","ODI # 3835","Hashmatullah Shahidi",440970
"10763","-","-","-","-","-","-","-","v Zimbabwe","Harare","19 Feb 2017","ODI # 3837","Hashmatullah Shahidi",440970
"10764","-","-","-","-","-","-","-","v Zimbabwe","Harare","24 Feb 2017","ODI # 3840","Hashmatullah Shahidi",440970
"10765","-","-","-","-","-","-","-","v Ireland","Greater Noida","15 Mar 2017","ODI # 3850","Hashmatullah Shahidi",440970
"10766","-","-","-","-","-","-","-","v Ireland","Greater Noida","22 Mar 2017","ODI # 3853","Hashmatullah Shahidi",440970
"10767","-","-","-","-","-","-","-","v Ireland","Belfast","27 Aug 2018","ODI # 4032","Hashmatullah Shahidi",440970
"10768","-","-","-","-","-","-","-","v Ireland","Belfast","29 Aug 2018","ODI # 4033","Hashmatullah Shahidi",440970
"10769","-","-","-","-","-","-","-","v Ireland","Belfast","31 Aug 2018","ODI # 4035","Hashmatullah Shahidi",440970
"10770","-","-","-","-","-","-","-","v Sri Lanka","Abu Dhabi","17 Sep 2018","ODI # 4038","Hashmatullah Shahidi",440970
"10771","-","-","-","-","-","-","-","v Bangladesh","Abu Dhabi","20 Sep 2018","ODI # 4041","Hashmatullah Shahidi",440970
"10772","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","21 Sep 2018","ODI # 4043","Hashmatullah Shahidi",440970
"10773","-","-","-","-","-","-","-","v Bangladesh","Abu Dhabi","23 Sep 2018","ODI # 4045","Hashmatullah Shahidi",440970
"10774","-","-","-","-","-","-","-","v India","Dubai (DSC)","25 Sep 2018","ODI # 4046","Hashmatullah Shahidi",440970
"10775","-","-","-","-","-","-","-","v Ireland","Dehradun","28 Feb 2019","ODI # 4100","Hashmatullah Shahidi",440970
"10776","-","-","-","-","-","-","-","v Ireland","Dehradun","2 Mar 2019","ODI # 4101","Hashmatullah Shahidi",440970
"10777","-","-","-","-","-","-","-","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Hashmatullah Shahidi",440970
"10778","-","-","-","-","-","-","-","v Scotland","Edinburgh","10 May 2019","ODI # 4131","Hashmatullah Shahidi",440970
"10779","8.0","1","33","3","4.12","11.00","16.0","v Scotland","Benoni","19 Apr 2009","ODI # 2842","Hamid Hassan",311427
"10780","8.0","0","43","1","5.37","43.00","48.0","v Netherlands","Amstelveen","30 Aug 2009","ODI # 2880","Hamid Hassan",311427
"10781","10.0","0","63","2","6.30","31.50","30.0","v Netherlands","Amstelveen","1 Sep 2009","ODI # 2881","Hamid Hassan",311427
"10782","10.0","0","58","0","5.80","-","-","v Canada","The Hague","1 Jul 2010","ODI # 3005","Hamid Hassan",311427
"10783","8.0","0","44","3","5.50","14.66","16.0","v Ireland","Rotterdam","3 Jul 2010","ODI # 3008","Hamid Hassan",311427
"10784","9.0","1","32","3","3.55","10.66","18.0","v Kenya","Amstelveen","5 Jul 2010","ODI # 3012","Hamid Hassan",311427
"10785","8.0","0","34","1","4.25","34.00","48.0","v Netherlands","The Hague","7 Jul 2010","ODI # 3017","Hamid Hassan",311427
"10786","8.0","0","22","2","2.75","11.00","24.0","v Scotland","Rotterdam","9 Jul 2010","ODI # 3019","Hamid Hassan",311427
"10787","10.0","1","40","1","4.00","40.00","60.0","v Netherlands","Rotterdam","10 Jul 2010","ODI # 3024","Hamid Hassan",311427
"10788","10.0","0","38","1","3.80","38.00","60.0","v Scotland","Ayr","16 Aug 2010","ODI # 3033","Hamid Hassan",311427
"10789","7.0","1","26","1","3.71","26.00","42.0","v Scotland","Ayr","17 Aug 2010","ODI # 3035","Hamid Hassan",311427
"10790","8.2","4","26","4","3.12","6.50","12.5","v Kenya","Nairobi (Gym)","7 Oct 2010","ODI # 3052","Hamid Hassan",311427
"10791","7.0","0","40","1","5.71","40.00","42.0","v Canada","King City (NW)","7 Aug 2011","ODI # 3173","Hamid Hassan",311427
"10792","4.0","0","27","1","6.75","27.00","24.0","v Canada","Toronto","9 Aug 2011","ODI # 3174","Hamid Hassan",311427
"10793","8.0","1","46","2","5.75","23.00","24.0","v Scotland","Sharjah","6 Mar 2013","ODI # 3341","Hamid Hassan",311427
"10794","8.0","1","35","1","4.37","35.00","48.0","v Scotland","Sharjah","8 Mar 2013","ODI # 3342","Hamid Hassan",311427
"10795","10.0","2","19","4","1.90","4.75","15.0","v Kenya","Sharjah","2 Oct 2013","ODI # 3417","Hamid Hassan",311427
"10796","7.0","3","11","2","1.57","5.50","21.0","v Kenya","Sharjah","4 Oct 2013","ODI # 3418","Hamid Hassan",311427
"10797","6.1","1","26","2","4.21","13.00","18.5","v Bangladesh","Fatullah","1 Mar 2014","ODI # 3478","Hamid Hassan",311427
"10798","8.0","0","64","1","8.00","64.00","48.0","v U.A.E.","ICCA Dubai","30 Nov 2014","ODI # 3558","Hamid Hassan",311427
"10799","10.0","1","45","5","4.50","9.00","12.0","v U.A.E.","ICCA Dubai","4 Dec 2014","ODI # 3562","Hamid Hassan",311427
"10800","9.0","0","52","1","5.77","52.00","54.0","v Scotland","ICCA Dubai","8 Jan 2015","ODI # 3572","Hamid Hassan",311427
"10801","8.0","0","23","1","2.87","23.00","48.0","v Ireland","Dubai (DSC)","10 Jan 2015","ODI # 3573","Hamid Hassan",311427
"10802","6.3","1","24","3","3.69","8.00","13.0","v Ireland","Dubai (DSC)","17 Jan 2015","ODI # 3581","Hamid Hassan",311427
"10803","10.0","0","61","2","6.10","30.50","30.0","v Bangladesh","Canberra","18 Feb 2015","ODI # 3605","Hamid Hassan",311427
"10804","9.0","0","45","3","5.00","15.00","18.0","v Sri Lanka","Dunedin","22 Feb 2015","ODI # 3609","Hamid Hassan",311427
"10805","10.0","1","32","1","3.20","32.00","60.0","v Scotland","Dunedin","26 Feb 2015","ODI # 3614","Hamid Hassan",311427
"10806","10.0","0","70","1","7.00","70.00","60.0","v Australia","Perth","4 Mar 2015","ODI # 3623","Hamid Hassan",311427
"10807","7.0","1","36","0","5.14","-","-","v New Zealand","Napier","8 Mar 2015","ODI # 3628","Hamid Hassan",311427
"10808","5.0","0","17","1","3.40","17.00","30.0","v England","Sydney","13 Mar 2015","ODI # 3635","Hamid Hassan",311427
"10809","-","-","-","-","-","-","-","v Scotland","Edinburgh","4 Jul 2016","ODI # 3759","Hamid Hassan",311427
"10810","6.0","0","21","2","3.50","10.50","18.0","v Ireland","Belfast","14 Jul 2016","ODI # 3762","Hamid Hassan",311427
"10811","10.0","1","55","2","5.50","27.50","30.0","v Scotland","Edinburgh","10 May 2019","ODI # 4131","Hamid Hassan",311427
"10812","8.0","0","49","3","6.12","16.33","16.0","v Canada","King City (NW)","7 Aug 2011","ODI # 3173","Dawlat Zadran",516561
"10813","4.0","0","25","1","6.25","25.00","24.0","v Canada","Toronto","9 Aug 2011","ODI # 3174","Dawlat Zadran",516561
"10814","9.0","2","38","2","4.22","19.00","27.0","v Pakistan","Sharjah","10 Feb 2012","ODI # 3236","Dawlat Zadran",516561
"10815","3.0","0","26","0","8.66","-","-","v Netherlands","Sharjah","29 Mar 2012","ODI # 3270","Dawlat Zadran",516561
"10816","10.0","3","32","2","3.20","16.00","30.0","v Ireland","Dublin","5 Jul 2012","ODI # 3282","Dawlat Zadran",516561
"10817","10.0","0","53","0","5.30","-","-","v Australia","Sharjah","25 Aug 2012","ODI # 3297","Dawlat Zadran",516561
"10818","10.0","1","41","2","4.10","20.50","30.0","v Scotland","Sharjah","6 Mar 2013","ODI # 3341","Dawlat Zadran",516561
"10819","7.0","0","47","2","6.71","23.50","21.0","v Scotland","Sharjah","8 Mar 2013","ODI # 3342","Dawlat Zadran",516561
"10820","10.0","0","73","2","7.30","36.50","30.0","v Pakistan","Fatullah","27 Feb 2014","ODI # 3475","Dawlat Zadran",516561
"10821","9.2","0","60","1","6.42","60.00","56.0","v Sri Lanka","Dhaka","3 Mar 2014","ODI # 3481","Dawlat Zadran",516561
"10822","5.0","0","25","0","5.00","-","-","v India","Dhaka","5 Mar 2014","ODI # 3483","Dawlat Zadran",516561
"10823","6.3","0","36","3","5.53","12.00","13.0","v Hong Kong","Kuala Lumpur","1 May 2014","ODI # 3487","Dawlat Zadran",516561
"10824","7.0","0","41","1","5.85","41.00","42.0","v U.A.E.","Kuala Lumpur","2 May 2014","ODI # 3488","Dawlat Zadran",516561
"10825","8.0","0","40","1","5.00","40.00","48.0","v Zimbabwe","Bulawayo","18 Jul 2014","ODI # 3503","Dawlat Zadran",516561
"10826","5.0","0","43","0","8.60","-","-","v Zimbabwe","Bulawayo","20 Jul 2014","ODI # 3504","Dawlat Zadran",516561
"10827","8.0","1","49","2","6.12","24.50","24.0","v Zimbabwe","Bulawayo","22 Jul 2014","ODI # 3505","Dawlat Zadran",516561
"10828","7.0","1","39","2","5.57","19.50","21.0","v Zimbabwe","Bulawayo","24 Jul 2014","ODI # 3506","Dawlat Zadran",516561
"10829","9.4","0","53","0","5.48","-","-","v U.A.E.","ICCA Dubai","28 Nov 2014","ODI # 3556","Dawlat Zadran",516561
"10830","10.0","1","45","2","4.50","22.50","30.0","v U.A.E.","ICCA Dubai","30 Nov 2014","ODI # 3558","Dawlat Zadran",516561
"10831","10.0","1","51","2","5.10","25.50","30.0","v U.A.E.","ICCA Dubai","2 Dec 2014","ODI # 3560","Dawlat Zadran",516561
"10832","10.0","0","70","1","7.00","70.00","60.0","v U.A.E.","ICCA Dubai","4 Dec 2014","ODI # 3562","Dawlat Zadran",516561
"10833","9.0","1","41","3","4.55","13.66","18.0","v Scotland","ICCA Dubai","8 Jan 2015","ODI # 3572","Dawlat Zadran",516561
"10834","5.0","0","39","0","7.80","-","-","v Ireland","Dubai (DSC)","10 Jan 2015","ODI # 3573","Dawlat Zadran",516561
"10835","2.0","0","18","0","9.00","-","-","v Ireland","Dubai (DSC)","17 Jan 2015","ODI # 3581","Dawlat Zadran",516561
"10836","9.0","0","44","1","4.88","44.00","54.0","v Sri Lanka","Dunedin","22 Feb 2015","ODI # 3609","Dawlat Zadran",516561
"10837","10.0","1","29","3","2.90","9.66","20.0","v Scotland","Dunedin","26 Feb 2015","ODI # 3614","Dawlat Zadran",516561
"10838","10.0","1","101","2","10.10","50.50","30.0","v Australia","Perth","4 Mar 2015","ODI # 3623","Dawlat Zadran",516561
"10839","9.0","0","51","0","5.66","-","-","v New Zealand","Napier","8 Mar 2015","ODI # 3628","Dawlat Zadran",516561
"10840","3.0","0","23","0","7.66","-","-","v England","Sydney","13 Mar 2015","ODI # 3635","Dawlat Zadran",516561
"10841","4.0","0","15","0","3.75","-","-","v Zimbabwe","Bulawayo","16 Oct 2015","ODI # 3693","Dawlat Zadran",516561
"10842","8.0","0","25","2","3.12","12.50","24.0","v Zimbabwe","Bulawayo","18 Oct 2015","ODI # 3694","Dawlat Zadran",516561
"10843","9.4","0","51","0","5.27","-","-","v Zimbabwe","Bulawayo","20 Oct 2015","ODI # 3696","Dawlat Zadran",516561
"10844","9.0","2","37","3","4.11","12.33","18.0","v Zimbabwe","Bulawayo","22 Oct 2015","ODI # 3697","Dawlat Zadran",516561
"10845","8.0","0","22","4","2.75","5.50","12.0","v Zimbabwe","Bulawayo","24 Oct 2015","ODI # 3699","Dawlat Zadran",516561
"10846","5.0","1","12","0","2.40","-","-","v Zimbabwe","Sharjah","25 Dec 2015","ODI # 3713","Dawlat Zadran",516561
"10847","10.0","1","57","3","5.70","19.00","20.0","v Zimbabwe","Sharjah","29 Dec 2015","ODI # 3716","Dawlat Zadran",516561
"10848","9.3","1","25","2","2.63","12.50","28.5","v Zimbabwe","Sharjah","2 Jan 2016","ODI # 3719","Dawlat Zadran",516561
"10849","10.0","1","54","3","5.40","18.00","20.0","v Zimbabwe","Sharjah","4 Jan 2016","ODI # 3720","Dawlat Zadran",516561
"10850","10.0","0","71","2","7.10","35.50","30.0","v Zimbabwe","Sharjah","6 Jan 2016","ODI # 3722","Dawlat Zadran",516561
"10851","-","-","-","-","-","-","-","v Scotland","Edinburgh","4 Jul 2016","ODI # 3759","Dawlat Zadran",516561
"10852","5.0","0","34","2","6.80","17.00","15.0","v Scotland","Edinburgh","6 Jul 2016","ODI # 3760","Dawlat Zadran",516561
"10853","9.2","1","29","2","3.10","14.50","28.0","v Ireland","Belfast","12 Jul 2016","ODI # 3761","Dawlat Zadran",516561
"10854","8.3","1","43","1","5.05","43.00","51.0","v Ireland","Belfast","14 Jul 2016","ODI # 3762","Dawlat Zadran",516561
"10855","7.0","0","30","1","4.28","30.00","42.0","v Ireland","Belfast","17 Jul 2016","ODI # 3763","Dawlat Zadran",516561
"10856","10.0","0","49","2","4.90","24.50","30.0","v Ireland","Belfast","19 Jul 2016","ODI # 3764","Dawlat Zadran",516561
"10857","10.0","0","73","4","7.30","18.25","15.0","v Bangladesh","Dhaka","25 Sep 2016","ODI # 3781","Dawlat Zadran",516561
"10858","8.0","1","47","0","5.87","-","-","v Bangladesh","Dhaka","28 Sep 2016","ODI # 3783","Dawlat Zadran",516561
"10859","10.0","0","58","1","5.80","58.00","60.0","v Bangladesh","Dhaka","1 Oct 2016","ODI # 3786","Dawlat Zadran",516561
"10860","4.0","0","18","0","4.50","-","-","v Zimbabwe","Harare","16 Feb 2017","ODI # 3835","Dawlat Zadran",516561
"10861","8.0","0","42","0","5.25","-","-","v Zimbabwe","Harare","19 Feb 2017","ODI # 3837","Dawlat Zadran",516561
"10862","2.0","1","2","1","1.00","2.00","12.0","v Zimbabwe","Harare","26 Feb 2017","ODI # 3842","Dawlat Zadran",516561
"10863","8.5","0","53","4","6.00","13.25","13.2","v Ireland","Greater Noida","15 Mar 2017","ODI # 3850","Dawlat Zadran",516561
"10864","9.0","0","52","3","5.77","17.33","18.0","v Ireland","Greater Noida","17 Mar 2017","ODI # 3851","Dawlat Zadran",516561
"10865","9.3","1","52","2","5.47","26.00","28.5","v Ireland","Greater Noida","19 Mar 2017","ODI # 3852","Dawlat Zadran",516561
"10866","8.5","1","51","0","5.77","-","-","v Ireland","Greater Noida","22 Mar 2017","ODI # 3853","Dawlat Zadran",516561
"10867","8.1","1","33","2","4.04","16.50","24.5","v Ireland","Greater Noida","24 Mar 2017","ODI # 3854","Dawlat Zadran",516561
"10868","8.0","1","25","2","3.12","12.50","24.0","v West Indies","Gros Islet","9 Jun 2017","ODI # 3884","Dawlat Zadran",516561
"10869","7.2","1","47","0","6.40","-","-","v West Indies","Gros Islet","11 Jun 2017","ODI # 3887","Dawlat Zadran",516561
"10870","-","-","-","-","-","-","-","v West Indies","Gros Islet","14 Jun 2017","ODI # 3890","Dawlat Zadran",516561
"10871","6.0","3","13","2","2.16","6.50","18.0","v Ireland","Sharjah","5 Dec 2017","ODI # 3935","Dawlat Zadran",516561
"10872","10.0","0","65","2","6.50","32.50","30.0","v Ireland","Sharjah","7 Dec 2017","ODI # 3937","Dawlat Zadran",516561
"10873","5.0","0","29","1","5.80","29.00","30.0","v Zimbabwe","Sharjah","9 Feb 2018","ODI # 3972","Dawlat Zadran",516561
"10874","9.0","0","96","0","10.66","-","-","v Zimbabwe","Sharjah","11 Feb 2018","ODI # 3974","Dawlat Zadran",516561
"10875","6.0","1","28","1","4.66","28.00","36.0","v Zimbabwe","Sharjah","13 Feb 2018","ODI # 3975","Dawlat Zadran",516561
"10876","7.0","2","22","0","3.14","-","-","v Zimbabwe","Sharjah","16 Feb 2018","ODI # 3977","Dawlat Zadran",516561
"10877","8.0","0","37","0","4.62","-","-","v Scotland","Bulawayo","4 Mar 2018","ODI # 3983","Dawlat Zadran",516561
"10878","7.0","2","17","2","2.42","8.50","21.0","v Zimbabwe","Bulawayo","6 Mar 2018","ODI # 3988","Dawlat Zadran",516561
"10879","6.0","0","49","0","8.16","-","-","v Hong Kong","Bulawayo","8 Mar 2018","ODI # 3990","Dawlat Zadran",516561
"10880","8.0","1","44","0","5.50","-","-","v West Indies","Harare","15 Mar 2018","ODI # 3997","Dawlat Zadran",516561
"10881","8.0","1","45","3","5.62","15.00","16.0","v U.A.E.","Harare","20 Mar 2018","ODI # 4003","Dawlat Zadran",516561
"10882","10.0","0","54","2","5.40","27.00","30.0","v Ireland","Harare","23 Mar 2018","ODI # 4006","Dawlat Zadran",516561
"10883","7.0","0","26","1","3.71","26.00","42.0","v West Indies","Harare","25 Mar 2018","ODI # 4007","Dawlat Zadran",516561
"10884","10.0","2","35","3","3.50","11.66","20.0","v Ireland","Dehradun","28 Feb 2019","ODI # 4100","Dawlat Zadran",516561
"10885","10.0","1","52","2","5.20","26.00","30.0","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Dawlat Zadran",516561
"10886","10.0","0","64","0","6.40","-","-","v Scotland","Edinburgh","10 May 2019","ODI # 4131","Dawlat Zadran",516561
"10887","-","-","-","-","-","-","-","v Scotland","Benoni","19 Apr 2009","ODI # 2842","Asghar Afghan",320652
"10888","-","-","-","-","-","-","-","v Netherlands","Amstelveen","30 Aug 2009","ODI # 2880","Asghar Afghan",320652
"10889","-","-","-","-","-","-","-","v Netherlands","Amstelveen","1 Sep 2009","ODI # 2881","Asghar Afghan",320652
"10890","0.2","0","0","0","0.00","-","-","v Canada","Sharjah","16 Feb 2010","ODI # 2957","Asghar Afghan",320652
"10891","-","-","-","-","-","-","-","v Canada","Sharjah","18 Feb 2010","ODI # 2959","Asghar Afghan",320652
"10892","-","-","-","-","-","-","-","v Canada","The Hague","1 Jul 2010","ODI # 3005","Asghar Afghan",320652
"10893","-","-","-","-","-","-","-","v Ireland","Rotterdam","3 Jul 2010","ODI # 3008","Asghar Afghan",320652
"10894","-","-","-","-","-","-","-","v Kenya","Amstelveen","5 Jul 2010","ODI # 3012","Asghar Afghan",320652
"10895","10.0","1","22","1","2.20","22.00","60.0","v Netherlands","The Hague","7 Jul 2010","ODI # 3017","Asghar Afghan",320652
"10896","-","-","-","-","-","-","-","v Scotland","Rotterdam","9 Jul 2010","ODI # 3019","Asghar Afghan",320652
"10897","-","-","-","-","-","-","-","v Netherlands","Rotterdam","10 Jul 2010","ODI # 3024","Asghar Afghan",320652
"10898","6.0","0","33","1","5.50","33.00","36.0","v Scotland","Ayr","16 Aug 2010","ODI # 3033","Asghar Afghan",320652
"10899","-","-","-","-","-","-","-","v Scotland","Ayr","17 Aug 2010","ODI # 3035","Asghar Afghan",320652
"10900","3.0","0","17","0","5.66","-","-","v Kenya","Nairobi (Gym)","7 Oct 2010","ODI # 3052","Asghar Afghan",320652
"10901","-","-","-","-","-","-","-","v Kenya","Nairobi (Gym)","9 Oct 2010","ODI # 3053","Asghar Afghan",320652
"10902","-","-","-","-","-","-","-","v Kenya","Nairobi (Gym)","11 Oct 2010","ODI # 3055","Asghar Afghan",320652
"10903","2.0","0","12","0","6.00","-","-","v Canada","King City (NW)","7 Aug 2011","ODI # 3173","Asghar Afghan",320652
"10904","-","-","-","-","-","-","-","v Canada","Toronto","9 Aug 2011","ODI # 3174","Asghar Afghan",320652
"10905","-","-","-","-","-","-","-","v Netherlands","Sharjah","29 Mar 2012","ODI # 3270","Asghar Afghan",320652
"10906","-","-","-","-","-","-","-","v Netherlands","Sharjah","31 Mar 2012","ODI # 3271","Asghar Afghan",320652
"10907","-","-","-","-","-","-","-","v Ireland","Dublin","5 Jul 2012","ODI # 3282","Asghar Afghan",320652
"10908","-","-","-","-","-","-","-","v Australia","Sharjah","25 Aug 2012","ODI # 3297","Asghar Afghan",320652
"10909","-","-","-","-","-","-","-","v Scotland","Sharjah","6 Mar 2013","ODI # 3341","Asghar Afghan",320652
"10910","-","-","-","-","-","-","-","v Scotland","Sharjah","8 Mar 2013","ODI # 3342","Asghar Afghan",320652
"10911","-","-","-","-","-","-","-","v Kenya","Sharjah","2 Oct 2013","ODI # 3417","Asghar Afghan",320652
"10912","-","-","-","-","-","-","-","v Kenya","Sharjah","4 Oct 2013","ODI # 3418","Asghar Afghan",320652
"10913","-","-","-","-","-","-","-","v Pakistan","Fatullah","27 Feb 2014","ODI # 3475","Asghar Afghan",320652
"10914","-","-","-","-","-","-","-","v Bangladesh","Fatullah","1 Mar 2014","ODI # 3478","Asghar Afghan",320652
"10915","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","3 Mar 2014","ODI # 3481","Asghar Afghan",320652
"10916","-","-","-","-","-","-","-","v India","Dhaka","5 Mar 2014","ODI # 3483","Asghar Afghan",320652
"10917","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","18 Jul 2014","ODI # 3503","Asghar Afghan",320652
"10918","-","-","-","-","-","-","-","v U.A.E.","ICCA Dubai","28 Nov 2014","ODI # 3556","Asghar Afghan",320652
"10919","-","-","-","-","-","-","-","v U.A.E.","ICCA Dubai","30 Nov 2014","ODI # 3558","Asghar Afghan",320652
"10920","-","-","-","-","-","-","-","v U.A.E.","ICCA Dubai","2 Dec 2014","ODI # 3560","Asghar Afghan",320652
"10921","-","-","-","-","-","-","-","v U.A.E.","ICCA Dubai","4 Dec 2014","ODI # 3562","Asghar Afghan",320652
"10922","-","-","-","-","-","-","-","v Ireland","Dubai (DSC)","10 Jan 2015","ODI # 3573","Asghar Afghan",320652
"10923","-","-","-","-","-","-","-","v Scotland","Abu Dhabi","14 Jan 2015","ODI # 3576","Asghar Afghan",320652
"10924","-","-","-","-","-","-","-","v Ireland","Dubai (DSC)","17 Jan 2015","ODI # 3581","Asghar Afghan",320652
"10925","-","-","-","-","-","-","-","v Bangladesh","Canberra","18 Feb 2015","ODI # 3605","Asghar Afghan",320652
"10926","0.5","0","6","0","7.20","-","-","v Sri Lanka","Dunedin","22 Feb 2015","ODI # 3609","Asghar Afghan",320652
"10927","-","-","-","-","-","-","-","v Scotland","Dunedin","26 Feb 2015","ODI # 3614","Asghar Afghan",320652
"10928","-","-","-","-","-","-","-","v Australia","Perth","4 Mar 2015","ODI # 3623","Asghar Afghan",320652
"10929","-","-","-","-","-","-","-","v New Zealand","Napier","8 Mar 2015","ODI # 3628","Asghar Afghan",320652
"10930","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","16 Oct 2015","ODI # 3693","Asghar Afghan",320652
"10931","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","18 Oct 2015","ODI # 3694","Asghar Afghan",320652
"10932","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","20 Oct 2015","ODI # 3696","Asghar Afghan",320652
"10933","-","-","-","-","-","-","-","v Zimbabwe","Bulawayo","22 Oct 2015","ODI # 3697","Asghar Afghan",320652
