"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"6001","-","-","-","-","-","-","-","v Pakistan","Lahore","13 Feb 2006","ODI # 2329","MS Dhoni ",28081
"6002","-","-","-","-","-","-","-","v Pakistan","Multan","16 Feb 2006","ODI # 2331","MS Dhoni ",28081
"6003","-","-","-","-","-","-","-","v Pakistan","Karachi","19 Feb 2006","ODI # 2333","MS Dhoni ",28081
"6004","-","-","-","-","-","-","-","v England","Delhi","28 Mar 2006","ODI # 2357","MS Dhoni ",28081
"6005","-","-","-","-","-","-","-","v England","Faridabad","31 Mar 2006","ODI # 2358","MS Dhoni ",28081
"6006","-","-","-","-","-","-","-","v England","Margao","3 Apr 2006","ODI # 2359","MS Dhoni ",28081
"6007","-","-","-","-","-","-","-","v England","Kochi","6 Apr 2006","ODI # 2360","MS Dhoni ",28081
"6008","-","-","-","-","-","-","-","v England","Jamshedpur","12 Apr 2006","ODI # 2361","MS Dhoni ",28081
"6009","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","18 Apr 2006","ODI # 2363","MS Dhoni ",28081
"6010","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","19 Apr 2006","ODI # 2364","MS Dhoni ",28081
"6011","-","-","-","-","-","-","-","v West Indies","Kingston","18 May 2006","ODI # 2377","MS Dhoni ",28081
"6012","-","-","-","-","-","-","-","v West Indies","Kingston","20 May 2006","ODI # 2379","MS Dhoni ",28081
"6013","-","-","-","-","-","-","-","v West Indies","Basseterre","23 May 2006","ODI # 2380","MS Dhoni ",28081
"6014","-","-","-","-","-","-","-","v West Indies","Port of Spain","26 May 2006","ODI # 2381","MS Dhoni ",28081
"6015","-","-","-","-","-","-","-","v West Indies","Port of Spain","28 May 2006","ODI # 2382","MS Dhoni ",28081
"6016","-","-","-","-","-","-","-","v Sri Lanka","Colombo (SSC)","18 Aug 2006","ODI # 2405","MS Dhoni ",28081
"6017","-","-","-","-","-","-","-","v West Indies","Kuala Lumpur","14 Sep 2006","ODI # 2414","MS Dhoni ",28081
"6018","-","-","-","-","-","-","-","v Australia","Kuala Lumpur","16 Sep 2006","ODI # 2416","MS Dhoni ",28081
"6019","-","-","-","-","-","-","-","v West Indies","Kuala Lumpur","20 Sep 2006","ODI # 2419","MS Dhoni ",28081
"6020","-","-","-","-","-","-","-","v Australia","Kuala Lumpur","22 Sep 2006","ODI # 2421","MS Dhoni ",28081
"6021","-","-","-","-","-","-","-","v England","Jaipur","15 Oct 2006","ODI # 2429","MS Dhoni ",28081
"6022","-","-","-","-","-","-","-","v West Indies","Ahmedabad","26 Oct 2006","ODI # 2437","MS Dhoni ",28081
"6023","-","-","-","-","-","-","-","v Australia","Mohali","29 Oct 2006","ODI # 2440","MS Dhoni ",28081
"6024","-","-","-","-","-","-","-","v South Africa","Durban","22 Nov 2006","ODI # 2447","MS Dhoni ",28081
"6025","-","-","-","-","-","-","-","v South Africa","Cape Town","26 Nov 2006","ODI # 2449","MS Dhoni ",28081
"6026","-","-","-","-","-","-","-","v South Africa","Port Elizabeth","29 Nov 2006","ODI # 2452","MS Dhoni ",28081
"6027","-","-","-","-","-","-","-","v South Africa","Centurion","3 Dec 2006","ODI # 2458","MS Dhoni ",28081
"6028","-","-","-","-","-","-","-","v West Indies","Nagpur","21 Jan 2007","ODI # 2480","MS Dhoni ",28081
"6029","-","-","-","-","-","-","-","v West Indies","Cuttack","24 Jan 2007","ODI # 2485","MS Dhoni ",28081
"6030","-","-","-","-","-","-","-","v West Indies","Vadodara","31 Jan 2007","ODI # 2493","MS Dhoni ",28081
"6031","-","-","-","-","-","-","-","v Sri Lanka","Kolkata","8 Feb 2007","ODI # 2514","MS Dhoni ",28081
"6032","-","-","-","-","-","-","-","v Sri Lanka","Rajkot","11 Feb 2007","ODI # 2520","MS Dhoni ",28081
"6033","-","-","-","-","-","-","-","v Sri Lanka","Margao","14 Feb 2007","ODI # 2522","MS Dhoni ",28081
"6034","-","-","-","-","-","-","-","v Sri Lanka","Visakhapatnam","17 Feb 2007","ODI # 2525","MS Dhoni ",28081
"6035","-","-","-","-","-","-","-","v Bangladesh","Port of Spain","17 Mar 2007","ODI # 2538","MS Dhoni ",28081
"6036","-","-","-","-","-","-","-","v Bermuda","Port of Spain","19 Mar 2007","ODI # 2542","MS Dhoni ",28081
"6037","-","-","-","-","-","-","-","v Sri Lanka","Port of Spain","23 Mar 2007","ODI # 2550","MS Dhoni ",28081
"6038","-","-","-","-","-","-","-","v Bangladesh","Dhaka","10 May 2007","ODI # 2582","MS Dhoni ",28081
"6039","-","-","-","-","-","-","-","v Bangladesh","Dhaka","12 May 2007","ODI # 2583","MS Dhoni ",28081
"6040","-","-","-","-","-","-","-","v Africa XI","Bengaluru","6 Jun 2007","ODI # 2587","MS Dhoni ",28081
"6041","-","-","-","-","-","-","-","v Africa XI","Chennai","9 Jun 2007","ODI # 2588","MS Dhoni ",28081
"6042","-","-","-","-","-","-","-","v Africa XI","Chennai","10 Jun 2007","ODI # 2589","MS Dhoni ",28081
"6043","-","-","-","-","-","-","-","v South Africa","Belfast","29 Jun 2007","ODI # 2593","MS Dhoni ",28081
"6044","-","-","-","-","-","-","-","v South Africa","Belfast","1 Jul 2007","ODI # 2595","MS Dhoni ",28081
"6045","-","-","-","-","-","-","-","v Scotland","Glasgow","16 Aug 2007","ODI # 2608","MS Dhoni ",28081
"6046","-","-","-","-","-","-","-","v England","Southampton","21 Aug 2007","ODI # 2611","MS Dhoni ",28081
"6047","-","-","-","-","-","-","-","v England","Bristol","24 Aug 2007","ODI # 2613","MS Dhoni ",28081
"6048","-","-","-","-","-","-","-","v England","Birmingham","27 Aug 2007","ODI # 2616","MS Dhoni ",28081
"6049","-","-","-","-","-","-","-","v England","Manchester","30 Aug 2007","ODI # 2617","MS Dhoni ",28081
"6050","-","-","-","-","-","-","-","v England","Leeds","2 Sep 2007","ODI # 2618","MS Dhoni ",28081
"6051","-","-","-","-","-","-","-","v England","The Oval","5 Sep 2007","ODI # 2619","MS Dhoni ",28081
"6052","-","-","-","-","-","-","-","v England","Lord's","8 Sep 2007","ODI # 2620","MS Dhoni ",28081
"6053","-","-","-","-","-","-","-","v Australia","Bengaluru","29 Sep 2007","ODI # 2621","MS Dhoni ",28081
"6054","-","-","-","-","-","-","-","v Australia","Kochi","2 Oct 2007","ODI # 2623","MS Dhoni ",28081
"6055","-","-","-","-","-","-","-","v Australia","Hyderabad (Deccan)","5 Oct 2007","ODI # 2625","MS Dhoni ",28081
"6056","-","-","-","-","-","-","-","v Australia","Chandigarh","8 Oct 2007","ODI # 2627","MS Dhoni ",28081
"6057","-","-","-","-","-","-","-","v Australia","Vadodara","11 Oct 2007","ODI # 2629","MS Dhoni ",28081
"6058","-","-","-","-","-","-","-","v Australia","Nagpur","14 Oct 2007","ODI # 2631","MS Dhoni ",28081
"6059","-","-","-","-","-","-","-","v Australia","Mumbai","17 Oct 2007","ODI # 2632","MS Dhoni ",28081
"6060","-","-","-","-","-","-","-","v Pakistan","Guwahati","5 Nov 2007","ODI # 2643","MS Dhoni ",28081
"6061","-","-","-","-","-","-","-","v Pakistan","Mohali","8 Nov 2007","ODI # 2644","MS Dhoni ",28081
"6062","-","-","-","-","-","-","-","v Pakistan","Kanpur","11 Nov 2007","ODI # 2645","MS Dhoni ",28081
"6063","-","-","-","-","-","-","-","v Pakistan","Gwalior","15 Nov 2007","ODI # 2646","MS Dhoni ",28081
"6064","-","-","-","-","-","-","-","v Pakistan","Jaipur","18 Nov 2007","ODI # 2647","MS Dhoni ",28081
"6065","-","-","-","-","-","-","-","v Australia","Brisbane","3 Feb 2008","ODI # 2670","MS Dhoni ",28081
"6066","-","-","-","-","-","-","-","v Sri Lanka","Brisbane","5 Feb 2008","ODI # 2672","MS Dhoni ",28081
"6067","-","-","-","-","-","-","-","v Australia","Melbourne","10 Feb 2008","ODI # 2675","MS Dhoni ",28081
"6068","-","-","-","-","-","-","-","v Sri Lanka","Canberra","12 Feb 2008","ODI # 2676","MS Dhoni ",28081
"6069","-","-","-","-","-","-","-","v Australia","Adelaide","17 Feb 2008","ODI # 2680","MS Dhoni ",28081
"6070","-","-","-","-","-","-","-","v Sri Lanka","Adelaide","19 Feb 2008","ODI # 2681","MS Dhoni ",28081
"6071","-","-","-","-","-","-","-","v Australia","Sydney","24 Feb 2008","ODI # 2685","MS Dhoni ",28081
"6072","-","-","-","-","-","-","-","v Sri Lanka","Hobart","26 Feb 2008","ODI # 2686","MS Dhoni ",28081
"6073","-","-","-","-","-","-","-","v Australia","Sydney","2 Mar 2008","ODI # 2688","MS Dhoni ",28081
"6074","-","-","-","-","-","-","-","v Australia","Brisbane","4 Mar 2008","ODI # 2689","MS Dhoni ",28081
"6075","-","-","-","-","-","-","-","v Pakistan","Dhaka","10 Jun 2008","ODI # 2705","MS Dhoni ",28081
"6076","-","-","-","-","-","-","-","v Bangladesh","Dhaka","12 Jun 2008","ODI # 2706","MS Dhoni ",28081
"6077","-","-","-","-","-","-","-","v Pakistan","Dhaka","14 Jun 2008","ODI # 2707","MS Dhoni ",28081
"6078","-","-","-","-","-","-","-","v Hong Kong","Karachi","25 Jun 2008","ODI # 2716","MS Dhoni ",28081
"6079","-","-","-","-","-","-","-","v Pakistan","Karachi","26 Jun 2008","ODI # 2717","MS Dhoni ",28081
"6080","-","-","-","-","-","-","-","v Bangladesh","Karachi","28 Jun 2008","ODI # 2721","MS Dhoni ",28081
"6081","-","-","-","-","-","-","-","v Pakistan","Karachi","2 Jul 2008","ODI # 2730","MS Dhoni ",28081
"6082","-","-","-","-","-","-","-","v Sri Lanka","Karachi","3 Jul 2008","ODI # 2732","MS Dhoni ",28081
"6083","-","-","-","-","-","-","-","v Sri Lanka","Karachi","6 Jul 2008","ODI # 2735","MS Dhoni ",28081
"6084","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","18 Aug 2008","ODI # 2742","MS Dhoni ",28081
"6085","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","20 Aug 2008","ODI # 2745","MS Dhoni ",28081
"6086","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","24 Aug 2008","ODI # 2750","MS Dhoni ",28081
"6087","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","27 Aug 2008","ODI # 2755","MS Dhoni ",28081
"6088","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","29 Aug 2008","ODI # 2756","MS Dhoni ",28081
"6089","-","-","-","-","-","-","-","v England","Rajkot","14 Nov 2008","ODI # 2774","MS Dhoni ",28081
"6090","-","-","-","-","-","-","-","v England","Indore","17 Nov 2008","ODI # 2777","MS Dhoni ",28081
"6091","-","-","-","-","-","-","-","v England","Kanpur","20 Nov 2008","ODI # 2778","MS Dhoni ",28081
"6092","-","-","-","-","-","-","-","v England","Bengaluru","23 Nov 2008","ODI # 2781","MS Dhoni ",28081
"6093","-","-","-","-","-","-","-","v England","Cuttack","26 Nov 2008","ODI # 2783","MS Dhoni ",28081
"6094","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","28 Jan 2009","ODI # 2806","MS Dhoni ",28081
"6095","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","31 Jan 2009","ODI # 2810","MS Dhoni ",28081
"6096","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","3 Feb 2009","ODI # 2813","MS Dhoni ",28081
"6097","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","5 Feb 2009","ODI # 2815","MS Dhoni ",28081
"6098","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","8 Feb 2009","ODI # 2818","MS Dhoni ",28081
"6099","-","-","-","-","-","-","-","v New Zealand","Napier","3 Mar 2009","ODI # 2821","MS Dhoni ",28081
"6100","-","-","-","-","-","-","-","v New Zealand","Wellington","6 Mar 2009","ODI # 2822","MS Dhoni ",28081
"6101","-","-","-","-","-","-","-","v New Zealand","Christchurch","8 Mar 2009","ODI # 2823","MS Dhoni ",28081
"6102","-","-","-","-","-","-","-","v New Zealand","Hamilton","11 Mar 2009","ODI # 2824","MS Dhoni ",28081
"6103","-","-","-","-","-","-","-","v New Zealand","Auckland","14 Mar 2009","ODI # 2825","MS Dhoni ",28081
"6104","-","-","-","-","-","-","-","v West Indies","Kingston","26 Jun 2009","ODI # 2852","MS Dhoni ",28081
"6105","-","-","-","-","-","-","-","v West Indies","Kingston","28 Jun 2009","ODI # 2853","MS Dhoni ",28081
"6106","-","-","-","-","-","-","-","v West Indies","Gros Islet","3 Jul 2009","ODI # 2854","MS Dhoni ",28081
"6107","-","-","-","-","-","-","-","v West Indies","Gros Islet","5 Jul 2009","ODI # 2855","MS Dhoni ",28081
"6108","-","-","-","-","-","-","-","v New Zealand","Colombo (RPS)","11 Sep 2009","ODI # 2886","MS Dhoni ",28081
"6109","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","12 Sep 2009","ODI # 2887","MS Dhoni ",28081
"6110","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","14 Sep 2009","ODI # 2889","MS Dhoni ",28081
"6111","-","-","-","-","-","-","-","v Pakistan","Centurion","26 Sep 2009","ODI # 2898","MS Dhoni ",28081
"6112","-","-","-","-","-","-","-","v Australia","Centurion","28 Sep 2009","ODI # 2901","MS Dhoni ",28081
"6113","2.0","0","14","1","7.00","14.00","12.0","v West Indies","Johannesburg","30 Sep 2009","ODI # 2904","MS Dhoni ",28081
"6114","-","-","-","-","-","-","-","v Australia","Vadodara","25 Oct 2009","ODI # 2913","MS Dhoni ",28081
"6115","-","-","-","-","-","-","-","v Australia","Nagpur","28 Oct 2009","ODI # 2915","MS Dhoni ",28081
"6116","-","-","-","-","-","-","-","v Australia","Delhi","31 Oct 2009","ODI # 2918","MS Dhoni ",28081
"6117","-","-","-","-","-","-","-","v Australia","Mohali","2 Nov 2009","ODI # 2919","MS Dhoni ",28081
"6118","-","-","-","-","-","-","-","v Australia","Hyderabad (Deccan)","5 Nov 2009","ODI # 2923","MS Dhoni ",28081
"6119","-","-","-","-","-","-","-","v Australia","Guwahati","8 Nov 2009","ODI # 2925","MS Dhoni ",28081
"6120","-","-","-","-","-","-","-","v Sri Lanka","Rajkot","15 Dec 2009","ODI # 2932","MS Dhoni ",28081
"6121","-","-","-","-","-","-","-","v Sri Lanka","Nagpur","18 Dec 2009","ODI # 2933","MS Dhoni ",28081
"6122","-","-","-","-","-","-","-","v Sri Lanka","Delhi","27 Dec 2009","ODI # 2936","MS Dhoni ",28081
"6123","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","5 Jan 2010","ODI # 2938","MS Dhoni ",28081
"6124","-","-","-","-","-","-","-","v Bangladesh","Dhaka","7 Jan 2010","ODI # 2939","MS Dhoni ",28081
"6125","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","10 Jan 2010","ODI # 2941","MS Dhoni ",28081
"6126","-","-","-","-","-","-","-","v Bangladesh","Dhaka","11 Jan 2010","ODI # 2942","MS Dhoni ",28081
"6127","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","13 Jan 2010","ODI # 2943","MS Dhoni ",28081
"6128","-","-","-","-","-","-","-","v South Africa","Jaipur","21 Feb 2010","ODI # 2961","MS Dhoni ",28081
"6129","-","-","-","-","-","-","-","v South Africa","Gwalior","24 Feb 2010","ODI # 2962","MS Dhoni ",28081
"6130","-","-","-","-","-","-","-","v South Africa","Ahmedabad","27 Feb 2010","ODI # 2963","MS Dhoni ",28081
"6131","-","-","-","-","-","-","-","v Bangladesh","Dambulla","16 Jun 2010","ODI # 2993","MS Dhoni ",28081
"6132","-","-","-","-","-","-","-","v Pakistan","Dambulla","19 Jun 2010","ODI # 2996","MS Dhoni ",28081
"6133","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","22 Jun 2010","ODI # 2999","MS Dhoni ",28081
"6134","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","24 Jun 2010","ODI # 3001","MS Dhoni ",28081
"6135","-","-","-","-","-","-","-","v New Zealand","Dambulla","10 Aug 2010","ODI # 3030","MS Dhoni ",28081
"6136","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","16 Aug 2010","ODI # 3032","MS Dhoni ",28081
"6137","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","22 Aug 2010","ODI # 3038","MS Dhoni ",28081
"6138","-","-","-","-","-","-","-","v New Zealand","Dambulla","25 Aug 2010","ODI # 3039","MS Dhoni ",28081
"6139","-","-","-","-","-","-","-","v Sri Lanka","Dambulla","28 Aug 2010","ODI # 3040","MS Dhoni ",28081
"6140","-","-","-","-","-","-","-","v Australia","Visakhapatnam","20 Oct 2010","ODI # 3060","MS Dhoni ",28081
"6141","-","-","-","-","-","-","-","v South Africa","Durban","12 Jan 2011","ODI # 3079","MS Dhoni ",28081
"6142","-","-","-","-","-","-","-","v South Africa","Johannesburg","15 Jan 2011","ODI # 3080","MS Dhoni ",28081
"6143","-","-","-","-","-","-","-","v South Africa","Cape Town","18 Jan 2011","ODI # 3082","MS Dhoni ",28081
"6144","-","-","-","-","-","-","-","v South Africa","Port Elizabeth","21 Jan 2011","ODI # 3084","MS Dhoni ",28081
"6145","-","-","-","-","-","-","-","v South Africa","Centurion","23 Jan 2011","ODI # 3087","MS Dhoni ",28081
"6146","-","-","-","-","-","-","-","v Bangladesh","Dhaka","19 Feb 2011","ODI # 3100","MS Dhoni ",28081
"6147","-","-","-","-","-","-","-","v England","Bengaluru","27 Feb 2011","ODI # 3110","MS Dhoni ",28081
"6148","-","-","-","-","-","-","-","v Ireland","Bengaluru","6 Mar 2011","ODI # 3121","MS Dhoni ",28081
"6149","-","-","-","-","-","-","-","v Netherlands","Delhi","9 Mar 2011","ODI # 3124","MS Dhoni ",28081
"6150","-","-","-","-","-","-","-","v South Africa","Nagpur","12 Mar 2011","ODI # 3128","MS Dhoni ",28081
"6151","-","-","-","-","-","-","-","v West Indies","Chennai","20 Mar 2011","ODI # 3141","MS Dhoni ",28081
"6152","-","-","-","-","-","-","-","v Australia","Ahmedabad","24 Mar 2011","ODI # 3143","MS Dhoni ",28081
"6153","-","-","-","-","-","-","-","v Pakistan","Mohali","30 Mar 2011","ODI # 3147","MS Dhoni ",28081
"6154","-","-","-","-","-","-","-","v Sri Lanka","Mumbai","2 Apr 2011","ODI # 3148","MS Dhoni ",28081
"6155","-","-","-","-","-","-","-","v England","Chester-le-Street","3 Sep 2011","ODI # 3186","MS Dhoni ",28081
"6156","-","-","-","-","-","-","-","v England","Southampton","6 Sep 2011","ODI # 3187","MS Dhoni ",28081
"6157","-","-","-","-","-","-","-","v England","The Oval","9 Sep 2011","ODI # 3189","MS Dhoni ",28081
"6158","-","-","-","-","-","-","-","v England","Lord's","11 Sep 2011","ODI # 3191","MS Dhoni ",28081
"6159","-","-","-","-","-","-","-","v England","Cardiff","16 Sep 2011","ODI # 3195","MS Dhoni ",28081
"6160","-","-","-","-","-","-","-","v England","Hyderabad (Deccan)","14 Oct 2011","ODI # 3199","MS Dhoni ",28081
"6161","-","-","-","-","-","-","-","v England","Delhi","17 Oct 2011","ODI # 3201","MS Dhoni ",28081
"6162","-","-","-","-","-","-","-","v England","Mohali","20 Oct 2011","ODI # 3205","MS Dhoni ",28081
"6163","-","-","-","-","-","-","-","v England","Mumbai","23 Oct 2011","ODI # 3207","MS Dhoni ",28081
"6164","-","-","-","-","-","-","-","v England","Kolkata","25 Oct 2011","ODI # 3210","MS Dhoni ",28081
"6165","-","-","-","-","-","-","-","v Australia","Melbourne","5 Feb 2012","ODI # 3231","MS Dhoni ",28081
"6166","-","-","-","-","-","-","-","v Sri Lanka","Perth","8 Feb 2012","ODI # 3233","MS Dhoni ",28081
"6167","-","-","-","-","-","-","-","v Australia","Adelaide","12 Feb 2012","ODI # 3237","MS Dhoni ",28081
"6168","-","-","-","-","-","-","-","v Sri Lanka","Adelaide","14 Feb 2012","ODI # 3239","MS Dhoni ",28081
"6169","-","-","-","-","-","-","-","v Australia","Brisbane","19 Feb 2012","ODI # 3244","MS Dhoni ",28081
"6170","-","-","-","-","-","-","-","v Australia","Sydney","26 Feb 2012","ODI # 3250","MS Dhoni ",28081
"6171","-","-","-","-","-","-","-","v Sri Lanka","Hobart","28 Feb 2012","ODI # 3251","MS Dhoni ",28081
"6172","-","-","-","-","-","-","-","v Sri Lanka","Dhaka","13 Mar 2012","ODI # 3259","MS Dhoni ",28081
"6173","-","-","-","-","-","-","-","v Bangladesh","Dhaka","16 Mar 2012","ODI # 3261","MS Dhoni ",28081
"6174","-","-","-","-","-","-","-","v Pakistan","Dhaka","18 Mar 2012","ODI # 3263","MS Dhoni ",28081
"6175","-","-","-","-","-","-","-","v Sri Lanka","Hambantota","21 Jul 2012","ODI # 3291","MS Dhoni ",28081
"6176","-","-","-","-","-","-","-","v Sri Lanka","Hambantota","24 Jul 2012","ODI # 3292","MS Dhoni ",28081
"6177","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","28 Jul 2012","ODI # 3293","MS Dhoni ",28081
"6178","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","31 Jul 2012","ODI # 3294","MS Dhoni ",28081
"6179","-","-","-","-","-","-","-","v Sri Lanka","Pallekele","4 Aug 2012","ODI # 3295","MS Dhoni ",28081
"6180","-","-","-","-","-","-","-","v Pakistan","Chennai","30 Dec 2012","ODI # 3314","MS Dhoni ",28081
"6181","-","-","-","-","-","-","-","v Pakistan","Kolkata","3 Jan 2013","ODI # 3315","MS Dhoni ",28081
"6182","-","-","-","-","-","-","-","v Pakistan","Delhi","6 Jan 2013","ODI # 3316","MS Dhoni ",28081
"6183","-","-","-","-","-","-","-","v England","Rajkot","11 Jan 2013","ODI # 3318","MS Dhoni ",28081
"6184","-","-","-","-","-","-","-","v England","Kochi","15 Jan 2013","ODI # 3320","MS Dhoni ",28081
"6185","-","-","-","-","-","-","-","v England","Ranchi","19 Jan 2013","ODI # 3322","MS Dhoni ",28081
"6186","-","-","-","-","-","-","-","v England","Mohali","23 Jan 2013","ODI # 3327","MS Dhoni ",28081
"6187","-","-","-","-","-","-","-","v England","Dharamsala","27 Jan 2013","ODI # 3329","MS Dhoni ",28081
"6188","-","-","-","-","-","-","-","v South Africa","Cardiff","6 Jun 2013","ODI # 3363","MS Dhoni ",28081
"6189","-","-","-","-","-","-","-","v West Indies","The Oval","11 Jun 2013","ODI # 3368","MS Dhoni ",28081
"6190","-","-","-","-","-","-","-","v Pakistan","Birmingham","15 Jun 2013","ODI # 3372","MS Dhoni ",28081
"6191","4.0","0","17","0","4.25","-","-","v Sri Lanka","Cardiff","20 Jun 2013","ODI # 3376","MS Dhoni ",28081
"6192","-","-","-","-","-","-","-","v England","Birmingham","23 Jun 2013","ODI # 3377","MS Dhoni ",28081
"6193","-","-","-","-","-","-","-","v West Indies","Kingston","30 Jun 2013","ODI # 3380","MS Dhoni ",28081
"6194","-","-","-","-","-","-","-","v Sri Lanka","Port of Spain","11 Jul 2013","ODI # 3388","MS Dhoni ",28081
"6195","-","-","-","-","-","-","-","v Australia","Pune","13 Oct 2013","ODI # 3419","MS Dhoni ",28081
"6196","-","-","-","-","-","-","-","v Australia","Jaipur","16 Oct 2013","ODI # 3420","MS Dhoni ",28081
"6197","-","-","-","-","-","-","-","v Australia","Mohali","19 Oct 2013","ODI # 3421","MS Dhoni ",28081
"6198","-","-","-","-","-","-","-","v Australia","Ranchi","23 Oct 2013","ODI # 3422","MS Dhoni ",28081
"6199","-","-","-","-","-","-","-","v Australia","Nagpur","30 Oct 2013","ODI # 3424","MS Dhoni ",28081
"6200","-","-","-","-","-","-","-","v Australia","Bengaluru","2 Nov 2013","ODI # 3428","MS Dhoni ",28081
"6201","-","-","-","-","-","-","-","v West Indies","Kochi","21 Nov 2013","ODI # 3436","MS Dhoni ",28081
"6202","-","-","-","-","-","-","-","v West Indies","Visakhapatnam","24 Nov 2013","ODI # 3437","MS Dhoni ",28081
"6203","-","-","-","-","-","-","-","v West Indies","Kanpur","27 Nov 2013","ODI # 3439","MS Dhoni ",28081
"6204","-","-","-","-","-","-","-","v South Africa","Johannesburg","5 Dec 2013","ODI # 3442","MS Dhoni ",28081
"6205","-","-","-","-","-","-","-","v South Africa","Durban","8 Dec 2013","ODI # 3443","MS Dhoni ",28081
"6206","-","-","-","-","-","-","-","v South Africa","Centurion","11 Dec 2013","ODI # 3444","MS Dhoni ",28081
"6207","-","-","-","-","-","-","-","v New Zealand","Napier","19 Jan 2014","ODI # 3456","MS Dhoni ",28081
"6208","-","-","-","-","-","-","-","v New Zealand","Hamilton","22 Jan 2014","ODI # 3458","MS Dhoni ",28081
"6209","-","-","-","-","-","-","-","v New Zealand","Auckland","25 Jan 2014","ODI # 3462","MS Dhoni ",28081
"6210","-","-","-","-","-","-","-","v New Zealand","Hamilton","28 Jan 2014","ODI # 3465","MS Dhoni ",28081
"6211","-","-","-","-","-","-","-","v New Zealand","Wellington","31 Jan 2014","ODI # 3467","MS Dhoni ",28081
"6212","-","-","-","-","-","-","-","v England","Cardiff","27 Aug 2014","ODI # 3517","MS Dhoni ",28081
"6213","-","-","-","-","-","-","-","v England","Nottingham","30 Aug 2014","ODI # 3520","MS Dhoni ",28081
"6214","-","-","-","-","-","-","-","v England","Birmingham","2 Sep 2014","ODI # 3523","MS Dhoni ",28081
"6215","-","-","-","-","-","-","-","v England","Leeds","5 Sep 2014","ODI # 3525","MS Dhoni ",28081
"6216","-","-","-","-","-","-","-","v West Indies","Kochi","8 Oct 2014","ODI # 3531","MS Dhoni ",28081
"6217","-","-","-","-","-","-","-","v West Indies","Delhi","11 Oct 2014","ODI # 3533","MS Dhoni ",28081
"6218","-","-","-","-","-","-","-","v West Indies","Dharamsala","17 Oct 2014","ODI # 3535","MS Dhoni ",28081
"6219","-","-","-","-","-","-","-","v Australia","Melbourne","18 Jan 2015","ODI # 3582","MS Dhoni ",28081
"6220","-","-","-","-","-","-","-","v England","Brisbane","20 Jan 2015","ODI # 3586","MS Dhoni ",28081
"6221","-","-","-","-","-","-","-","v Australia","Sydney","26 Jan 2015","ODI # 3592","MS Dhoni ",28081
"6222","-","-","-","-","-","-","-","v England","Perth","30 Jan 2015","ODI # 3595","MS Dhoni ",28081
"6223","-","-","-","-","-","-","-","v Pakistan","Adelaide","15 Feb 2015","ODI # 3602","MS Dhoni ",28081
"6224","-","-","-","-","-","-","-","v South Africa","Melbourne","22 Feb 2015","ODI # 3610","MS Dhoni ",28081
"6225","-","-","-","-","-","-","-","v U.A.E.","Perth","28 Feb 2015","ODI # 3618","MS Dhoni ",28081
"6226","-","-","-","-","-","-","-","v West Indies","Perth","6 Mar 2015","ODI # 3625","MS Dhoni ",28081
"6227","-","-","-","-","-","-","-","v Ireland","Hamilton","10 Mar 2015","ODI # 3631","MS Dhoni ",28081
"6228","-","-","-","-","-","-","-","v Zimbabwe","Auckland","14 Mar 2015","ODI # 3636","MS Dhoni ",28081
"6229","-","-","-","-","-","-","-","v Bangladesh","Melbourne","19 Mar 2015","ODI # 3641","MS Dhoni ",28081
"6230","-","-","-","-","-","-","-","v Australia","Sydney","26 Mar 2015","ODI # 3645","MS Dhoni ",28081
"6231","-","-","-","-","-","-","-","v Bangladesh","Dhaka","18 Jun 2015","ODI # 3658","MS Dhoni ",28081
"6232","-","-","-","-","-","-","-","v Bangladesh","Dhaka","21 Jun 2015","ODI # 3660","MS Dhoni ",28081
"6233","-","-","-","-","-","-","-","v Bangladesh","Dhaka","24 Jun 2015","ODI # 3661","MS Dhoni ",28081
"6234","-","-","-","-","-","-","-","v South Africa","Kanpur","11 Oct 2015","ODI # 3689","MS Dhoni ",28081
