Latitude,Longitude,Elevation
43.44345300,-80.5805470,396.0
43.44187700,-80.5841630,400.0
43.43492800,-80.6287180,405.0
43.47581200,-80.6758330,365.0
43.46896700,-80.7819970,354.0
43.47131800,-80.7849470,353.0
43.47289700,-80.7842620,357.0
43.46836700,-80.7963700,355.0
43.76956300,-81.5283930,296.0
43.77472300,-81.5360170,291.0
43.77696000,-81.5484570,299.0
43.77689000,-81.6994650,220.0
43.80072000,-81.6996820,218.0
43.80238700,-81.7129020,209.0
43.80466200,-81.7144750,208.0
43.80297800,-81.7187980,206.0
43.80386500,-81.7143830,211.0
43.80241800,-81.7128670,209.0
43.80244500,-81.7054050,212.0
43.80083700,-81.6996250,218.0
43.83712200,-81.6997550,215.0
43.84006500,-81.7019550,211.0
43.84365700,-81.7091070,208.0
43.84666500,-81.7105970,209.0
43.91907800,-81.6982400,210.0
44.01988200,-81.7108400,198.0
44.03921800,-81.7182800,204.0
44.04285200,-81.7171020,206.0
44.05397800,-81.7453130,179.0
44.05302200,-81.7425020,184.0
44.05666800,-81.7442130,188.0
44.06360500,-81.7529430,181.0
44.07204800,-81.7539230,184.0
44.07304500,-81.7580050,177.0
44.07301300,-81.7580080,176.0
44.07206300,-81.7538150,184.0
44.07678500,-81.7499130,186.0
44.07444700,-81.7436320,192.0
44.09079800,-81.7325150,190.0
44.08994000,-81.7297280,200.0
44.09798700,-81.7234570,203.0
44.12643700,-81.6906030,214.0
44.13209200,-81.6825830,216.0
44.13565300,-81.6733030,207.0
44.14693000,-81.6622180,196.0
44.14917700,-81.6672650,182.0
44.16076200,-81.6566170,181.0
44.16346000,-81.6503880,192.0
44.16979800,-81.6433280,196.0
44.17826300,-81.6368520,194.0
44.17925200,-81.6388750,183.0
44.18765800,-81.6377730,179.0
44.18479500,-81.6292320,200.0
44.21257500,-81.6143430,200.0
44.22830000,-81.6032080,203.0
44.24603500,-81.5991250,200.0
44.24806800,-81.5952930,204.0
44.24774000,-81.5880120,208.0
44.27654700,-81.5655750,226.0
44.28559000,-81.5878500,187.0
44.29770800,-81.5781400,187.0
44.29882000,-81.5807020,194.0
44.30054200,-81.5799620,194.0
44.29872000,-81.5857500,191.0
44.29963800,-81.5881450,190.0
44.29900800,-81.5840470,191.0
44.30222700,-81.5781930,192.0
44.30443200,-81.5830450,194.0
44.30978300,-81.5809520,188.0
44.31884500,-81.5703320,190.0
44.32071300,-81.5609100,193.0
44.33400500,-81.5506350,183.0
44.33061300,-81.5416700,193.0
44.34642800,-81.5295230,184.0
44.34178300,-81.5185320,208.0
44.34998800,-81.5087300,211.0
44.38908500,-81.4783780,193.0
44.38762500,-81.4742270,193.0
44.40295300,-81.4618520,199.0
44.40767800,-81.4450850,202.0
44.40985800,-81.4503170,192.0
44.41450800,-81.4456200,188.0
44.41607300,-81.4463630,190.0
44.41612700,-81.4506870,189.0
44.41343500,-81.4556150,188.0
44.41624300,-81.4507030,188.0
44.41770500,-81.4534980,185.0
44.41969500,-81.4531770,186.0
44.41613200,-81.4506020,189.0
44.41566300,-81.4457500,188.0
44.40998200,-81.4505100,191.0
44.40784000,-81.4448280,201.0
44.41376300,-81.4342380,193.0
44.41982800,-81.4493470,182.0
44.42132000,-81.4472320,185.0
44.42043500,-81.4427180,184.0
44.42165300,-81.4353720,187.0
44.42413000,-81.4311680,184.0
44.42326300,-81.4266250,189.0
44.42741700,-81.4222220,180.0
44.42835700,-81.4177530,179.0
44.42153500,-81.4005870,201.0
44.42377200,-81.3985600,202.0
44.42273800,-81.3964230,206.0
44.42401200,-81.3984180,200.0
44.46786200,-81.3643980,202.0
44.47070700,-81.3653330,200.0
44.47412300,-81.3704150,197.0
44.48300300,-81.3746900,194.0
44.47671300,-81.3792730,188.0
44.47873000,-81.3844100,183.0
44.48592000,-81.3835020,182.0
44.48670000,-81.3851130,181.0
44.48880300,-81.3835280,182.0
44.49001700,-81.3859780,176.0
44.48889500,-81.3811920,185.0
44.49698200,-81.3749230,183.0
44.49770700,-81.3765880,179.0
44.49566000,-81.3714400,188.0
44.50266500,-81.3642570,187.0
44.50696000,-81.3642950,184.0
44.51781700,-81.3555950,189.0
44.53554800,-81.3460320,186.0
44.54524200,-81.3337900,186.0
44.55052300,-81.3212400,187.0
44.55751800,-81.3175730,188.0
44.56559000,-81.3080000,188.0
44.57292000,-81.3024870,183.0
44.57640800,-81.2945180,183.0
44.58402200,-81.2868450,189.0
44.59317800,-81.2701300,202.0
44.61315800,-81.2698330,188.0
44.62564800,-81.2649800,189.0
44.63786200,-81.2638370,193.0
44.65901000,-81.2546430,192.0
44.67346300,-81.2554780,199.0
44.67245500,-81.2641050,182.0
44.66216000,-81.2708230,187.0
44.66013200,-81.2754900,179.0
44.66227700,-81.2707230,188.0
44.67253800,-81.2638750,181.0
44.67310200,-81.2573170,194.0
44.67564000,-81.2555980,191.0
44.67333300,-81.2572530,194.0
44.67341300,-81.2553620,199.0
44.69987800,-81.2555280,196.0
44.70799500,-81.2580250,196.0
44.75570700,-81.2610680,196.0
44.79517200,-81.2813200,191.0
44.80855500,-81.2844670,187.0
44.82071300,-81.2919480,182.0
44.82561200,-81.2969000,185.0
44.82315200,-81.3068550,178.0
44.82640800,-81.3086850,180.0
44.82881300,-81.3180900,177.0
44.83324700,-81.3226870,178.0
44.83712700,-81.3235850,177.0
44.83933200,-81.3219630,179.0
44.84416500,-81.3288980,179.0
44.85473000,-81.3292920,181.0
44.86344200,-81.3261370,179.0
44.86612300,-81.3271520,175.0
44.87018700,-81.3190080,187.0
44.87176500,-81.3197600,181.0
44.87108200,-81.3173800,188.0
44.88426500,-81.3257880,188.0
44.90297300,-81.2533480,191.0
45.02931500,-81.3172220,195.0
45.04257200,-81.3524620,192.0
45.04871200,-81.3637930,192.0
45.06941000,-81.4146480,203.0
45.10047300,-81.4426300,199.0
45.12530700,-81.4374300,207.0
45.13300800,-81.4423950,214.0
45.19435700,-81.5590530,190.0
45.20745000,-81.5490930,206.0
45.21305700,-81.5378130,207.0
45.21928700,-81.5334430,199.0
45.22124000,-81.5279330,193.0
45.22494300,-81.5245930,191.0
45.22723500,-81.5331080,196.0
45.22559800,-81.5299770,196.0
45.22617000,-81.5238780,195.0
45.23153300,-81.5200880,198.0
45.23491700,-81.5194750,188.0
45.23726500,-81.5216030,191.0
45.23629200,-81.5225550,186.0
45.23488800,-81.5194900,188.0
45.23047200,-81.5208930,201.0
45.23129700,-81.5231830,189.0
45.23203500,-81.5221720,192.0
45.22980300,-81.5242670,195.0
45.23022300,-81.5211550,201.0
45.22158500,-81.5276280,193.0
45.21934300,-81.5334270,198.0
45.21301200,-81.5379170,206.0
45.20737500,-81.5492280,205.0
45.19450300,-81.5594080,189.0
45.24215300,-81.6513280,192.0
45.25643800,-81.6681320,186.0
45.25781000,-81.6631030,177.0
45.65175800,-82.1359320,219.0
45.66235300,-82.1816330,209.0
45.66000000,-82.1861000,209.0
45.66013000,-82.1918200,211.0
45.65843300,-82.1950420,209.0
45.65869300,-82.2644180,181.0
45.66241200,-82.2631920,181.0
45.66928700,-82.2668280,183.0
45.66826000,-82.2694320,183.0
45.67637200,-82.2693430,192.0
45.67999700,-82.2718380,195.0
45.72923000,-82.2715950,206.0
45.73135700,-82.2729800,206.0
45.73288700,-82.4015230,202.0
45.80322800,-82.4021570,223.0
45.80512300,-82.4050650,217.0
45.80517700,-82.4252180,218.0
45.80673800,-82.4281520,217.0
45.86836200,-82.4292030,235.0
45.88091500,-82.4551020,208.0
45.90528000,-82.4553000,212.0
45.90583700,-82.4596050,210.0
45.91122200,-82.4596630,182.0
45.91642200,-82.4634380,178.0
45.92281000,-82.4610300,177.0
45.92281700,-82.4608950,176.0
45.92025800,-82.4631850,181.0
45.91470200,-82.4631670,178.0
45.91112700,-82.4596630,182.0
45.90580000,-82.4596120,210.0
45.90527000,-82.4552770,213.0
45.89634200,-82.4551120,213.0
45.89686000,-82.4113270,239.0
45.90133700,-82.4029200,225.0
45.90059500,-82.3943950,225.0
45.89664000,-82.3892550,227.0
45.89662500,-82.2723670,212.0
45.90252200,-82.2569930,211.0
45.89662300,-82.2536130,235.0
45.89616700,-82.2220070,220.0
45.89402200,-82.2200230,223.0
45.84276500,-82.2188450,219.0
45.84168700,-82.2086220,251.0
45.84402700,-82.1981420,247.0
45.83931800,-82.1809230,198.0
45.82860000,-82.1638630,184.0
45.82541300,-82.1514570,202.0
45.82738300,-82.1442830,240.0
45.83650700,-82.1364420,243.0
45.84510200,-82.1240450,251.0
45.86286800,-82.1054850,265.0
45.91436300,-82.1038120,205.0
45.94434300,-82.0645100,182.0
45.95126200,-82.0493150,179.0
45.95142800,-82.0014450,246.0
45.95307800,-81.9993200,233.0
45.95895200,-81.9991580,197.0
45.96046000,-81.9966570,195.0
45.96069500,-81.9479170,209.0
45.96702200,-81.9461570,200.0
45.97276000,-81.9313230,191.0
45.97930000,-81.9281580,186.0
45.97787700,-81.9197220,184.0
45.97915300,-81.9148920,182.0
45.98176700,-81.9125820,177.0
45.98298300,-81.9050730,180.0
45.99555300,-81.8915170,174.0
46.00431700,-81.8619770,183.0
46.00571000,-81.8387780,184.0
46.00836800,-81.8218820,191.0
46.01564200,-81.7943630,185.0
46.01563300,-81.7796530,176.0
46.01777700,-81.7709730,178.0
46.03023000,-81.7693570,180.0
46.04004500,-81.7755430,201.0
46.04939700,-81.7748120,212.0
46.05931800,-81.7706180,215.0
46.06753300,-81.7735180,196.0
46.07260700,-81.7558680,188.0
46.07379200,-81.7426930,202.0
46.07974200,-81.7214400,198.0
46.08882300,-81.7151470,203.0
46.10100500,-81.7133900,181.0
46.10735200,-81.7160800,190.0
46.10898500,-81.7220630,180.0
46.11685800,-81.7317870,188.0
46.12626300,-81.7328600,207.0
46.13033500,-81.7410770,268.0
46.13519300,-81.7393350,222.0
46.13890700,-81.7405500,225.0
46.14137300,-81.7490650,227.0
46.14391800,-81.7510870,223.0
46.14764800,-81.7491330,196.0
46.15257500,-81.7395330,224.0
46.16160700,-81.7321230,233.0
46.17073500,-81.7208430,241.0
46.17495500,-81.7186820,226.0
46.18212700,-81.7192200,226.0
46.19077500,-81.7112950,224.0
46.19494500,-81.7116480,231.0
46.19745500,-81.7142520,236.0
46.19779500,-81.7222670,224.0
46.20094800,-81.7277800,230.0
46.20768000,-81.7259980,248.0
46.21322500,-81.7330170,245.0
46.22611700,-81.7373870,219.0
46.23295700,-81.7366580,221.0
46.23825500,-81.7459400,228.0
46.24564200,-81.7533870,198.0
46.24995700,-81.7628680,204.0
46.25726500,-81.7644380,204.0
46.25717800,-81.7833950,200.0
46.25148000,-81.7900120,203.0
46.24996800,-81.7950150,202.0
46.24834000,-81.8374400,202.0
46.23888300,-81.8570270,204.0
46.23702200,-81.8778400,195.0
46.23260200,-81.8796700,201.0
46.22907200,-81.8920580,196.0
46.22426300,-81.8989100,197.0
46.22127000,-81.9003170,200.0
46.22032800,-81.9090280,194.0
46.21045500,-81.9099700,192.0
46.20643700,-81.9202580,188.0
46.20491800,-81.9326480,193.0
46.20638000,-81.9350030,194.0
46.20704700,-81.9558930,202.0
46.20607700,-82.0175950,195.0
46.20813700,-82.0327970,191.0
46.20637000,-82.0656050,187.0
46.19985300,-82.0838420,181.0
46.19338200,-82.0931020,190.0
46.19006200,-82.0945230,188.0
46.18203700,-82.0944250,184.0
46.17614500,-82.0894630,187.0
46.17339000,-82.0900130,182.0
46.17015800,-82.0955280,181.0
46.16962200,-82.1083580,181.0
46.15862000,-82.1118970,211.0
46.15174000,-82.1081280,196.0
46.14288700,-82.1087380,200.0
46.13961800,-82.1112800,224.0
46.12843800,-82.1137980,246.0
46.12733300,-82.1322620,226.0
46.12858800,-82.1413580,224.0
46.12723800,-82.1457920,198.0
46.11276500,-82.1458600,175.0
46.10300200,-82.1505550,188.0
46.10074300,-82.1487100,182.0
46.10083800,-82.1451920,180.0
46.10067500,-82.1485500,182.0
46.10290200,-82.1505150,188.0
46.11271300,-82.1458780,175.0
46.11848300,-82.1460920,181.0
46.12334700,-82.1682180,181.0
46.12324800,-82.1850920,182.0
46.13032800,-82.1883080,180.0
46.13726300,-82.1974780,184.0
46.13900300,-82.2060150,178.0
46.14262000,-82.2104220,187.0
46.14539300,-82.2175930,185.0
46.14779700,-82.2368150,183.0
46.22055800,-82.0755800,204.0
46.21816500,-82.0751400,201.0
46.21806200,-82.0774420,196.0
46.21254000,-82.0773120,192.0
46.21339800,-82.0655620,191.0
46.22118200,-82.0181950,181.0
46.22628800,-82.0033830,192.0
46.22871500,-81.9853980,191.0
46.24122200,-81.9403350,201.0
46.24967000,-81.9252730,199.0
46.25645800,-81.9051970,198.0
46.25920500,-81.9018600,201.0
46.26585800,-81.9002670,199.0
46.26802500,-81.8973820,201.0
46.27300800,-81.8723520,214.0
46.27444300,-81.8486780,214.0
46.28027500,-81.8345370,215.0
46.28331800,-81.8130020,206.0
46.28870800,-81.7980850,223.0
46.28582000,-81.7769770,206.0
46.27268000,-81.7803020,215.0
46.26103300,-81.7656820,203.0
46.25729000,-81.7644050,204.0
46.25683800,-81.7685850,202.0
46.25713000,-81.7643020,203.0
46.24986000,-81.7629820,203.0
46.24527300,-81.7530120,197.0
46.23815800,-81.7457180,228.0
46.23733800,-81.7448530,231.0
46.24539800,-81.7530930,197.0
46.24764200,-81.7581700,198.0
46.24539200,-81.7530880,197.0
46.24100000,-81.7489420,228.0
46.24086800,-81.7577400,251.0
46.23948500,-81.7610700,238.0
46.23911700,-81.7586120,229.0
46.23917700,-81.7587500,230.0
46.23961500,-81.7609100,238.0
46.24102700,-81.7568070,249.0
46.24105500,-81.7487950,229.0
46.24573500,-81.7535570,198.0
46.24686800,-81.7585350,201.0
46.24799300,-81.7577200,199.0
46.25006800,-81.7630330,205.0
46.26108500,-81.7655970,203.0
46.27266800,-81.7802280,215.0
46.28595200,-81.7766600,206.0
46.28873800,-81.7980780,223.0
46.28322200,-81.8136120,206.0
46.28030200,-81.8345680,214.0
46.27438200,-81.8488400,214.0
46.27271200,-81.8747420,220.0
46.26800800,-81.8972780,201.0
46.26592500,-81.9003350,199.0
46.25693800,-81.9043180,201.0
46.24951000,-81.9256700,199.0
46.24165200,-81.9392180,195.0
46.22862300,-81.9859300,191.0
46.22621000,-82.0038050,192.0
46.22111800,-82.0184770,182.0
46.20773200,-82.1099830,184.0
46.20305300,-82.1644520,183.0
46.20570800,-82.1821100,187.0
46.20535800,-82.2186130,209.0
46.20813700,-82.2306480,224.0
46.20532000,-82.2448700,216.0
46.20451800,-82.3018630,197.0
46.19852200,-82.3242470,192.0
46.19277300,-82.3335670,179.0
46.19447500,-82.3419970,184.0
46.19089500,-82.3490870,192.0
46.19074000,-82.3542650,194.0
46.18435000,-82.3579970,178.0
46.19069800,-82.3542900,194.0
46.19090800,-82.3490100,192.0
46.19455500,-82.3419750,184.0
46.20376200,-82.3675150,183.0
46.20539200,-82.4099900,197.0
46.20363500,-82.4544720,190.0
46.20493300,-82.4715570,209.0
46.20901800,-82.4843820,215.0
46.21100700,-82.5018250,198.0
46.21138800,-82.5139120,191.0
46.21028500,-82.5143380,187.0
46.21143200,-82.5140250,191.0
46.21359500,-82.5222380,193.0
46.21376000,-82.5410120,199.0
46.21139200,-82.5660130,203.0
46.21373200,-82.5856000,198.0
46.21130200,-82.5985680,191.0
46.21070000,-82.6346450,194.0
46.20643000,-82.6676550,192.0
46.20657000,-82.6800030,195.0
46.20389700,-82.6877270,205.0
46.19512300,-82.7322220,195.0
46.19299800,-82.7572820,189.0
46.19455200,-82.7950420,194.0
46.18496000,-82.8191630,197.0
46.18446200,-82.8438220,205.0
46.18775800,-82.8624070,191.0
46.18373800,-82.8798830,200.0
46.18600800,-82.9003750,191.0
46.18553500,-82.9324530,192.0
46.18538300,-82.9304370,187.0
46.18279800,-82.9332920,186.0
46.18173500,-82.9439270,183.0
46.19295000,-82.9711980,177.0
46.19111800,-82.9830920,177.0
46.19382200,-82.9971670,177.0
46.19341000,-83.0051400,184.0
46.19591500,-83.0226880,180.0
46.19932700,-83.0254300,179.0
46.20519800,-83.0235450,177.0
46.20778800,-83.0272420,180.0
46.20653000,-83.0535250,181.0
46.20709000,-83.0801650,180.0
46.21723700,-83.1040370,179.0
46.22603700,-83.1099830,179.0
46.23054500,-83.1161350,178.0
46.23909500,-83.1456280,177.0
46.25194500,-83.1636900,180.0
46.25455800,-83.1756300,180.0
46.25498200,-83.1868670,181.0
46.25757500,-83.1961120,184.0
46.27359000,-83.2075420,189.0
46.27708000,-83.2124280,191.0
46.27866200,-83.2193850,186.0
46.27899000,-83.2511900,189.0
46.29091300,-83.2693400,215.0
46.29255700,-83.2741670,230.0
46.29115000,-83.2939030,238.0
46.29356800,-83.3473270,203.0
46.29710300,-83.3624420,203.0
46.29694500,-83.3817280,216.0
46.29364200,-83.3942720,219.0
46.28301800,-83.4112100,205.0
46.28089300,-83.4250420,238.0
46.26762500,-83.4496600,209.0
