Latitude,Longitude,Elevation
46.26753300,-83.5042170,193.0
46.27289200,-83.5260750,202.0
46.26559300,-83.5454600,189.0
46.26529700,-83.5676080,188.0
46.26731800,-83.5740200,182.0
46.27541700,-83.5820730,189.0
46.28779200,-83.6051370,186.0
46.28698000,-83.6981950,202.0
46.29120800,-83.7144800,203.0
46.29167800,-83.7372630,177.0
46.30119200,-83.7590100,181.0
46.30167800,-83.7818650,187.0
46.30025300,-83.7948630,177.0
46.30293500,-83.8039120,195.0
46.30768500,-83.8099180,204.0
46.30788300,-83.8289780,195.0
46.31210800,-83.8356680,201.0
46.31770300,-83.8648270,192.0
46.32107800,-83.8682930,191.0
46.33571700,-83.8747730,198.0
46.34193000,-83.8870550,177.0
46.34249000,-83.9112320,178.0
46.34448800,-83.9225030,176.0
46.34172300,-83.9359350,180.0
46.33731300,-83.9442100,178.0
46.33867200,-84.0586470,200.0
46.34191500,-84.0650130,202.0
46.34677500,-84.0674080,210.0
46.43865200,-84.0676400,176.0
46.44157700,-84.0677630,180.0
46.44233300,-84.0696770,179.0
46.44975800,-84.0676780,182.0
46.48160700,-84.0680200,177.0
46.52621500,-84.1085870,177.0
46.52975700,-84.1179150,182.0
46.53774800,-84.1512500,184.0
46.54529300,-84.1612030,185.0
46.55046500,-84.1738030,181.0
46.55269000,-84.1924830,185.0
46.54865800,-84.2128080,185.0
46.50956000,-84.3022320,187.0
46.50939300,-84.3250620,189.0
46.52001500,-84.3393180,182.0
46.52021800,-84.3414750,181.0
46.51781700,-84.3422020,179.0
46.51792300,-84.3459830,175.0
46.51762700,-84.3469570,177.0
46.51626000,-84.3416730,178.0
46.50684000,-84.3291730,180.0
46.50541500,-84.3250000,178.0
46.50594000,-84.3216220,182.0
46.50934700,-84.3194600,191.0
46.52484500,-84.3192250,220.0
46.52647700,-84.3172770,221.0
46.52605800,-84.3153330,226.0
46.52793800,-84.3154070,229.0
46.52803800,-84.3193350,226.0
46.55318000,-84.3188730,236.0
46.61913200,-84.3750880,378.0
46.55445700,-84.3196580,235.0
46.58056500,-84.3230670,275.0
46.58613200,-84.3133370,286.0
46.59039800,-84.3091680,302.0
46.59611200,-84.2963380,308.0
46.59989300,-84.2940470,308.0
46.60747000,-84.2955380,308.0
46.62318200,-84.3096380,320.0
46.63563800,-84.3047020,324.0
46.64070700,-84.3056800,325.0
46.66119200,-84.3258270,337.0
46.66929700,-84.3298450,342.0
46.67508500,-84.3400320,304.0
46.67874300,-84.3429780,270.0
46.71788200,-84.3452150,200.0
46.73735800,-84.3509770,198.0
46.75267500,-84.3618800,225.0
46.76278700,-84.3590930,231.0
46.77236700,-84.3619650,265.0
46.77582500,-84.3654100,259.0
46.78640000,-84.3860120,261.0
46.80184300,-84.3985080,213.0
46.82481700,-84.3996570,200.0
46.83128200,-84.3923230,182.0
46.84659300,-84.3678830,186.0
46.85004700,-84.3671120,193.0
46.85505300,-84.3729820,199.0
46.85825800,-84.3730330,201.0
46.86723200,-84.3556120,192.0
46.86979500,-84.3532570,185.0
46.87516200,-84.3540480,183.0
46.87930200,-84.3582350,188.0
46.89173700,-84.3626300,186.0
46.89906300,-84.3781070,195.0
46.90741500,-84.3858330,206.0
46.91580800,-84.4051300,195.0
46.92648200,-84.4220080,198.0
46.93116500,-84.4348050,200.0
46.94032800,-84.4789600,199.0
46.93172500,-84.5197100,189.0
46.93345000,-84.5310600,187.0
46.94150300,-84.5419630,188.0
46.94563000,-84.5575020,185.0
46.94460000,-84.6079970,212.0
46.95755000,-84.6389620,207.0
46.96041000,-84.6539050,198.0
46.97024300,-84.6872250,189.0
46.96657500,-84.7470520,189.0
46.97800700,-84.7735850,193.0
46.98644500,-84.7839950,191.0
46.99222800,-84.7873850,190.0
47.00260700,-84.7859280,198.0
47.01798500,-84.7672030,196.0
47.02150500,-84.7686470,200.0
47.02927000,-84.7788300,180.0
47.03589000,-84.7821150,186.0
47.04004500,-84.7814850,189.0
47.04546500,-84.7776620,198.0
47.05532000,-84.7631320,193.0
47.06062500,-84.7582400,199.0
47.06966000,-84.7397080,193.0
47.08201800,-84.7298930,202.0
47.08863300,-84.7208650,198.0
47.10011000,-84.7111700,193.0
47.10884000,-84.7097520,202.0
47.11363500,-84.7066100,231.0
47.12221700,-84.6930320,254.0
47.12611300,-84.6937030,264.0
47.13758200,-84.7091170,260.0
47.15003000,-84.7092950,206.0
47.16449200,-84.6910550,201.0
47.18946200,-84.6708770,330.0
47.20041800,-84.6510470,248.0
47.23422200,-84.6505080,193.0
47.23938800,-84.6438530,200.0
47.24324200,-84.6417420,192.0
47.24425500,-84.6387720,190.0
47.23732200,-84.6249800,279.0
47.23990000,-84.6147400,330.0
47.23529200,-84.5982230,369.0
47.23559800,-84.5939630,380.0
47.24126700,-84.5893720,361.0
47.24567800,-84.5824820,322.0
47.25620200,-84.5764900,347.0
47.26209800,-84.5647130,356.0
47.27253200,-84.5610300,356.0
47.28558000,-84.5620730,347.0
47.29161000,-84.5681800,289.0
47.30143000,-84.5722280,258.0
47.31299000,-84.5875230,214.0
47.31986000,-84.6068950,194.0
47.33796000,-84.6173230,191.0
47.35935200,-84.6382280,185.0
47.36389700,-84.6570970,222.0
47.36207300,-84.6689480,262.0
47.36372700,-84.6801470,290.0
47.36993500,-84.6862270,260.0
47.36821800,-84.6901470,253.0
47.37104800,-84.6934230,253.0
47.37055700,-84.6998770,218.0
47.37065300,-84.6927520,251.0
47.36820500,-84.6899620,254.0
47.36999200,-84.6861450,260.0
47.37984700,-84.6964380,229.0
47.39203500,-84.6942750,222.0
47.40254300,-84.7013300,194.0
47.41469200,-84.7044680,232.0
47.42255500,-84.7109950,245.0
47.43841000,-84.7432670,190.0
47.46121300,-84.7677320,214.0
47.47871000,-84.8026100,212.0
47.49419300,-84.8132420,265.0
47.49913200,-84.8128780,261.0
47.52354500,-84.8016750,271.0
47.52673000,-84.8034750,276.0
47.53530800,-84.8157100,276.0
47.54592300,-84.8094780,288.0
47.55963700,-84.8086680,305.0
47.56949200,-84.8155320,302.0
47.59266500,-84.8205020,304.0
47.60098300,-84.8255680,310.0
47.60958200,-84.8215520,331.0
47.63021500,-84.8244280,365.0
47.65314800,-84.8104370,374.0
47.65890300,-84.8115270,376.0
47.66843200,-84.8181500,375.0
47.68004000,-84.8129730,382.0
47.69260700,-84.8166480,388.0
47.70579700,-84.8116600,397.0
47.72940700,-84.8125120,402.0
47.73869000,-84.8230470,344.0
47.75059700,-84.8226020,353.0
47.76050300,-84.8338120,339.0
47.76400500,-84.8403450,314.0
47.76585700,-84.8555650,287.0
47.77409000,-84.8644930,292.0
47.78678700,-84.8854370,194.0
47.79354000,-84.9001720,190.0
47.79554700,-84.9014750,214.0
47.81094300,-84.8919700,259.0
47.82678800,-84.8874250,338.0
47.85026500,-84.8854520,276.0
47.85573700,-84.8829400,251.0
47.86300000,-84.8740200,263.0
47.87242300,-84.8745180,271.0
47.88399300,-84.8682470,295.0
47.89752500,-84.8424480,273.0
47.89811800,-84.8271900,261.0
47.89985000,-84.8215920,234.0
47.90331500,-84.8180750,233.0
47.90956000,-84.8167320,214.0
47.91926700,-84.8055500,192.0
47.92553700,-84.8049300,196.0
47.93336700,-84.8112300,213.0
47.94358500,-84.8099600,236.0
47.95835200,-84.7970500,282.0
47.95627300,-84.8004300,284.0
47.96177000,-84.8044180,284.0
47.96244700,-84.8158270,269.0
47.96019800,-84.8206200,270.0
47.96071000,-84.8271050,259.0
47.95899800,-84.8280900,243.0
47.95895300,-84.8280880,244.0
47.96069200,-84.8269870,259.0
47.96020000,-84.8205330,270.0
47.96242700,-84.8161030,268.0
47.96190700,-84.8049170,285.0
47.95632300,-84.8002480,284.0
47.96963300,-84.7853220,282.0
47.99488000,-84.7711920,293.0
47.99337500,-84.7674880,287.0
47.98620500,-84.7798420,287.0
47.97076700,-84.7841550,283.0
47.97621000,-84.7862250,261.0
47.99251800,-84.8171470,301.0
47.99642300,-84.8206850,299.0
48.00921500,-84.8255480,302.0
48.02229800,-84.8234530,300.0
48.03744000,-84.8360720,319.0
48.04466000,-84.8327320,317.0
48.05200800,-84.8180270,316.0
48.05944000,-84.8152030,317.0
48.06808300,-84.8077070,321.0
48.08700700,-84.8049170,319.0
48.10111800,-84.8119200,316.0
48.11885500,-84.8084150,319.0
48.13033700,-84.8132720,326.0
48.15131500,-84.8071030,361.0
48.15487700,-84.8095820,363.0
48.16510200,-84.8235630,390.0
48.17639000,-84.8300430,384.0
48.18668700,-84.8428570,388.0
48.21020800,-84.8470380,407.0
48.24737200,-84.8830850,446.0
48.26437700,-84.8815330,455.0
48.28779500,-84.8896320,459.0
48.29051200,-84.8947620,456.0
48.29512500,-84.9211480,438.0
48.29611700,-84.9403120,424.0
48.30004500,-84.9575800,427.0
48.29656200,-84.9786450,428.0
48.29793500,-84.9845380,427.0
48.30303000,-84.9907780,423.0
48.30738200,-85.0028120,421.0
48.32127700,-85.0096670,427.0
48.34500000,-85.0514950,421.0
48.35639300,-85.0672270,436.0
48.36671700,-85.0733870,428.0
48.37480700,-85.0866200,459.0
48.37991300,-85.0873430,443.0
48.39081200,-85.0793770,422.0
48.39425500,-85.0791320,426.0
48.41580300,-85.0953280,425.0
48.42882800,-85.0966750,435.0
48.43924700,-85.1092970,454.0
48.44954300,-85.1088620,453.0
48.47268800,-85.1204070,398.0
48.47576200,-85.1240680,397.0
48.47935200,-85.1332270,415.0
48.48259000,-85.1364250,435.0
48.49723000,-85.1442200,438.0
48.50845000,-85.1463480,447.0
48.51628000,-85.1522720,445.0
48.52340000,-85.1533230,464.0
48.53077000,-85.1590370,442.0
48.53505300,-85.1659880,419.0
48.54341700,-85.1906800,409.0
48.55907800,-85.2207980,403.0
48.56538700,-85.2532870,415.0
48.57452300,-85.2639430,399.0
48.58825000,-85.2646480,397.0
48.59092700,-85.2673420,389.0
48.59266500,-85.2733850,375.0
48.59178200,-85.2761380,371.0
48.59283500,-85.2737500,373.0
48.59731500,-85.2885870,370.0
48.59550000,-85.3121220,373.0
48.59659300,-85.3171880,385.0
48.61581700,-85.3292480,390.0
48.63121000,-85.3496500,362.0
48.63051000,-85.3909420,387.0
48.63445700,-85.4093920,388.0
48.63914500,-85.4212250,380.0
48.64195300,-85.4367320,381.0
48.64453200,-85.4405900,379.0
48.65170800,-85.4435650,395.0
48.65574300,-85.4535520,371.0
48.66204200,-85.4584330,357.0
48.68886800,-85.4987380,350.0
48.69290200,-85.5092080,349.0
48.70260300,-85.5478250,345.0
48.71038300,-85.5601400,339.0
48.71469300,-85.5785450,339.0
48.71466000,-85.5850150,372.0
48.70998000,-85.5999200,359.0
48.71364700,-85.6116200,361.0
48.71421500,-85.6185370,353.0
48.72305300,-85.6273380,324.0
48.72437200,-85.6311980,324.0
48.72431500,-85.6535800,343.0
48.71737000,-85.6692820,352.0
48.71634300,-85.6770870,356.0
48.71683300,-85.6832850,345.0
48.72020200,-85.6929620,330.0
48.71900000,-85.7097680,325.0
48.71226700,-85.7282180,349.0
48.71707700,-85.7898450,317.0
48.70909000,-85.8407630,331.0
48.70525300,-85.8504950,325.0
48.70217700,-85.8654650,320.0
48.69119300,-85.8960730,327.0
48.69211500,-85.9290350,322.0
48.68957800,-85.9835680,317.0
48.69203500,-86.0018870,305.0
48.69052000,-86.0181250,270.0
48.69365300,-86.0323370,266.0
48.68936000,-86.0491320,267.0
48.68456000,-86.0937720,266.0
48.68625500,-86.1083750,268.0
48.68168700,-86.1391620,262.0
48.68203300,-86.1824580,250.0
48.69027800,-86.2232050,247.0
48.69606300,-86.2333250,254.0
48.70586000,-86.2574880,250.0
48.70821200,-86.2936470,228.0
48.70759800,-86.3031850,261.0
48.71190200,-86.3207420,313.0
48.71474700,-86.3240530,316.0
48.74411000,-86.3349830,320.0
48.74808700,-86.3388170,316.0
48.74500700,-86.3463930,321.0
48.73573000,-86.3590900,294.0
48.73136300,-86.3747270,229.0
48.72577000,-86.3775670,222.0
48.72034300,-86.3753970,225.0
48.71689500,-86.3821320,219.0
48.70993700,-86.3809380,212.0
48.70683700,-86.3863970,193.0
48.72108500,-86.3737870,223.0
48.72256300,-86.3709880,226.0
48.72233200,-86.3666180,226.0
48.71715800,-86.3649030,234.0
48.71688000,-86.3631180,236.0
48.71724200,-86.3648830,234.0
48.72222300,-86.3663270,227.0
48.72249000,-86.3706850,226.0
48.72611300,-86.3751180,224.0
48.72614700,-86.3774480,223.0
48.73070700,-86.3752750,227.0
48.73277800,-86.3720380,240.0
48.73579800,-86.3587820,296.0
48.74503500,-86.3462280,321.0
48.74817500,-86.3387870,316.0
48.75893800,-86.3520200,310.0
48.76387300,-86.3670680,295.0
48.76980200,-86.3769780,281.0
48.77301300,-86.3865720,273.0
48.77285800,-86.3953820,247.0
48.78139700,-86.4237500,287.0
48.78631500,-86.4297830,302.0
48.79520500,-86.4352550,282.0
48.79743200,-86.4399670,306.0
48.79581800,-86.4537230,279.0
48.78954700,-86.4802800,269.0
48.79508300,-86.4936970,285.0
48.79505000,-86.4986630,284.0
48.77328500,-86.5108980,243.0
48.76698200,-86.5191650,246.0
48.76294200,-86.5329730,226.0
48.77080200,-86.5524050,227.0
48.77610000,-86.5733280,270.0
48.77943000,-86.5779600,277.0
48.78164800,-86.5917180,249.0
48.78797800,-86.6026500,235.0
48.78961300,-86.6128880,242.0
48.80207200,-86.6251200,224.0
48.80210700,-86.6288900,214.0
48.79617700,-86.6487280,282.0
48.79772800,-86.6514500,280.0
48.80345300,-86.6537400,303.0
48.81574800,-86.6754400,270.0
48.81788000,-86.6868620,236.0
48.81743200,-86.7052120,219.0
48.79974200,-86.7480280,209.0
48.79891000,-86.7572370,214.0
48.80466700,-86.7661600,205.0
48.80403200,-86.7746120,197.0
48.79358700,-86.8065250,219.0
48.79315700,-86.8233970,233.0
48.78495000,-86.8335950,230.0
48.78380800,-86.8486400,227.0
48.77756800,-86.8669180,228.0
48.77679700,-86.8872500,201.0
48.77483000,-86.8945320,208.0
48.77582000,-86.9027270,236.0
48.78444000,-86.9182120,309.0
48.81264000,-86.9415850,263.0
48.83343500,-86.9433670,190.0
48.84092200,-86.9416450,187.0
48.84763700,-86.9445920,200.0
48.85342700,-86.9526020,234.0
48.85722800,-86.9683050,267.0
48.85280500,-86.9845980,270.0
48.84942800,-87.0059680,241.0
48.85150800,-87.0274450,215.0
48.84888200,-87.0345030,209.0
48.84136000,-87.0415000,222.0
48.84052500,-87.0531280,215.0
48.83252300,-87.0721120,221.0
48.81888000,-87.0824930,271.0
48.80461700,-87.0820980,285.0
48.79890200,-87.0843200,285.0
48.78326700,-87.0973170,271.0
48.78101000,-87.1039420,258.0
48.77839800,-87.1022830,241.0
48.77903500,-87.1074520,221.0
48.77276200,-87.1115620,196.0
48.77133700,-87.1165420,182.0
48.77156500,-87.1161050,188.0
48.77286700,-87.1114670,197.0
48.77896000,-87.1072880,222.0
48.77845500,-87.1020800,242.0
48.78105300,-87.1039280,258.0
48.78146700,-87.1012530,265.0
48.78298500,-87.1021650,272.0
48.78347300,-87.0981250,272.0
48.78166000,-87.1028400,264.0
48.78635000,-87.1170820,258.0
48.78591800,-87.1292880,278.0
48.78953500,-87.1565880,254.0
48.79309800,-87.2184400,306.0
48.79517500,-87.2237030,305.0
48.80038700,-87.2284720,296.0
48.80188000,-87.2333920,330.0
48.79842200,-87.2545820,322.0
48.80010800,-87.2572820,311.0
48.81030500,-87.2609250,317.0
48.81611800,-87.2733230,324.0
48.81825000,-87.2820830,357.0
48.81626200,-87.2898150,339.0
48.82804700,-87.3465400,391.0
48.82389800,-87.3603280,354.0
48.82367300,-87.3703180,315.0
48.82706300,-87.3784620,310.0
48.82851300,-87.3901080,307.0
48.83869200,-87.3965520,276.0
48.84068200,-87.4005730,268.0
48.83827500,-87.4110930,228.0
48.84057200,-87.4200130,232.0
48.83923800,-87.4339330,194.0
48.84082000,-87.4756370,187.0
48.83683200,-87.5093180,195.0
48.83942700,-87.5171770,224.0
48.84255800,-87.5210050,246.0
48.84853800,-87.5232430,287.0
48.85864200,-87.5199470,320.0
48.87185700,-87.5369430,226.0
48.87739500,-87.5376570,188.0
48.87994200,-87.5402000,190.0
48.88258200,-87.5528780,191.0
48.87984700,-87.5943800,234.0
48.88682200,-87.6061070,312.0
48.89305500,-87.6277280,396.0
48.89900800,-87.6343100,408.0
48.90259300,-87.6496370,417.0
48.90864200,-87.6576880,390.0
48.90795200,-87.6641450,364.0
48.90101000,-87.6752620,280.0
48.90409200,-87.6896330,236.0
48.90319200,-87.7036970,212.0
48.91101000,-87.7343530,206.0
48.91810300,-87.7515800,212.0
48.92065200,-87.7703950,190.0
48.92822300,-87.7876420,190.0
48.92741500,-87.7976450,192.0
48.92040500,-87.8216850,203.0
48.92041000,-87.8333400,209.0
48.92204200,-87.8384870,198.0
48.93025000,-87.8482430,196.0
48.93219500,-87.8606330,192.0
48.94238500,-87.8866230,192.0
48.94227700,-87.8915170,210.0
48.93574000,-87.9146830,208.0
48.93782300,-87.9306970,214.0
48.94072300,-87.9376500,217.0
48.94687800,-87.9443820,229.0
48.95714700,-87.9626720,222.0
48.96029000,-87.9730950,223.0
48.96706200,-87.9800230,280.0
48.96944700,-87.9898180,263.0
48.97498700,-87.9954820,207.0
48.98034500,-88.0088180,212.0
48.98822000,-88.0209930,211.0
48.99879200,-88.0231150,226.0
49.00885200,-88.0153580,209.0
49.01669300,-88.0288080,187.0
49.02097000,-88.0330830,200.0
49.02358800,-88.0671850,202.0
49.02261700,-88.0721580,196.0
49.02029000,-88.0748820,198.0
49.00477800,-88.0793600,204.0
49.00150000,-88.0896650,210.0
49.00738200,-88.1124750,205.0
49.00223300,-88.1296650,222.0
49.00527200,-88.1365500,203.0
49.00559000,-88.1479130,206.0
49.01491200,-88.1809580,225.0
49.01306200,-88.1993100,227.0
49.01775700,-88.2205970,257.0
49.02041700,-88.2414920,208.0
49.01851300,-88.2731800,252.0
49.02224300,-88.2958370,266.0
49.02167300,-88.3016100,269.0
49.00804700,-88.3236450,282.0
48.99736700,-88.3283970,272.0
48.98911000,-88.3347030,279.0
48.96663200,-88.3366180,220.0
48.96043200,-88.3389900,221.0
48.93334500,-88.3679250,236.0
48.92301800,-88.3679050,231.0
48.89979500,-88.3931400,217.0
48.88131300,-88.4495300,225.0
48.88038700,-88.4656570,244.0
48.86269700,-88.5036220,225.0
48.85504300,-88.5157550,213.0
48.82547700,-88.5298780,207.0
48.81575700,-88.5364850,211.0
48.78626200,-88.5486080,203.0
48.75128500,-88.5806280,226.0
48.75128500,-88.5858780,235.0
48.75352300,-88.5916670,248.0
48.75180800,-88.5799670,226.0
48.75415000,-88.5767680,226.0
48.78472700,-88.5498970,203.0
48.79455700,-88.5571870,218.0
48.79478000,-88.5617150,221.0
48.80892000,-88.5611200,203.0
48.80907500,-88.5835520,231.0
48.80634200,-88.5996670,239.0
48.79465800,-88.6136620,243.0
48.78784500,-88.6157070,235.0
48.76683800,-88.6157180,244.0
48.76548500,-88.6428380,272.0
48.76644700,-88.6702650,268.0
48.78897000,-88.6724050,418.0
48.80557200,-88.6002870,238.0
48.80938300,-88.5955850,238.0
48.80916200,-88.5830980,231.0
48.82359200,-88.5831020,235.0
48.82344500,-88.5687720,242.0
48.82097000,-88.5616730,241.0
48.81616300,-88.5612920,227.0
48.81572200,-88.5365900,211.0
48.81010500,-88.5396600,206.0
48.79613000,-88.5400930,201.0
48.75117200,-88.5805920,226.0
48.74317800,-88.5810550,233.0
48.73432300,-88.5864600,226.0
48.72364300,-88.5985030,235.0
48.71990700,-88.6156950,240.0
48.71661000,-88.6210500,237.0
48.70563300,-88.6278120,242.0
48.68448500,-88.6347130,232.0
48.67043200,-88.6472580,241.0
48.65241000,-88.6820630,253.0
48.64985800,-88.6909280,276.0
48.65036800,-88.7034270,292.0
48.64703200,-88.7151100,292.0
48.64559800,-88.7283420,313.0
48.64146200,-88.7379950,314.0
48.62894200,-88.7521380,328.0
48.62093000,-88.7641100,320.0
48.58295800,-88.8016570,237.0
48.56972500,-88.8348050,252.0
48.56662700,-88.8565880,268.0
48.55402700,-88.8991270,254.0
48.54545000,-88.9189900,243.0
48.52651000,-88.9780780,239.0
48.51735700,-89.0209680,242.0
48.50537700,-89.0502150,240.0
48.50180500,-89.0922470,309.0
48.50566000,-89.1130770,320.0
48.50552800,-89.1188900,308.0
48.48484300,-89.1649220,248.0
48.48353300,-89.1850900,258.0
48.48174700,-89.1914550,250.0
48.46354700,-89.2215480,251.0
48.44430300,-89.2626250,237.0
48.42840800,-89.2814320,230.0
48.40542200,-89.2876930,193.0
48.40654800,-89.2584400,187.0
48.41071700,-89.2567700,186.0
48.40874700,-89.2562480,188.0
48.40876300,-89.2520550,186.0
48.41182200,-89.2513650,185.0
48.41112500,-89.2419080,185.0
48.41261700,-89.2411820,185.0
48.41373700,-89.2434530,187.0
48.42837700,-89.2328470,190.0
48.43870200,-89.2222300,215.0
48.43821000,-89.2194930,201.0
48.43573300,-89.2220380,203.0
48.43684000,-89.2242820,209.0
48.42773700,-89.2334100,189.0
48.41130200,-89.2454830,185.0
48.40690800,-89.2457800,185.0
48.40640800,-89.2582800,187.0
48.38964800,-89.2583030,188.0
48.38681700,-89.2605850,186.0
48.38817700,-89.2608370,187.0
48.38808800,-89.2636520,185.0
48.38503300,-89.2621300,187.0
48.38093500,-89.2660250,187.0
48.38181000,-89.3542470,205.0
48.38019800,-89.3905150,220.0
48.38072200,-89.4396050,223.0
48.38209500,-89.4425070,225.0
48.38071800,-89.4498150,228.0
48.38000200,-89.5007920,244.0
48.38067800,-89.5897800,262.0
48.38290000,-89.5944830,272.0
48.39590200,-89.6005500,279.0
48.40042500,-89.6049000,272.0
48.40390200,-89.6246720,262.0
48.40281200,-89.6239880,249.0
48.40360700,-89.6251030,258.0
48.40320800,-89.6224900,267.0
48.40446300,-89.6246750,260.0
48.40712700,-89.6341720,259.0
48.41400300,-89.6369620,282.0
48.42379500,-89.6326830,294.0
48.43234300,-89.6357070,319.0
48.47646700,-89.6357350,414.0
48.48586500,-89.6384050,394.0
48.49624300,-89.6346570,425.0
48.50996200,-89.6510880,400.0
48.51955700,-89.6551200,393.0
48.52767800,-89.6481680,400.0
48.53414300,-89.6492280,347.0
48.53460500,-89.6420230,340.0
48.53198300,-89.6302130,340.0
48.53205500,-89.6154680,352.0
48.53725500,-89.6001870,315.0
48.53354800,-89.5877150,309.0
48.53488800,-89.5863130,313.0
48.54049300,-89.5913620,317.0
48.55206800,-89.5870480,306.0
48.55597000,-89.5902620,307.0
48.55940200,-89.5875570,307.0
48.57400300,-89.5976370,309.0
48.58142500,-89.5974080,321.0
48.58999300,-89.6031980,337.0
48.59752200,-89.6112350,313.0
48.60109500,-89.6102080,318.0
48.60772200,-89.6006750,309.0
48.61390800,-89.5964870,314.0
48.62012200,-89.5965720,319.0
48.62333000,-89.5909070,322.0
48.63593700,-89.5894230,321.0
48.64098000,-89.5917870,323.0
48.64376700,-89.5880250,319.0
48.64850200,-89.5886700,323.0
48.64976800,-89.5812870,348.0
48.65272800,-89.5758980,380.0
48.66188800,-89.5738820,414.0
48.66465200,-89.5678750,426.0
48.66711300,-89.5665680,437.0
48.67014300,-89.5688480,455.0
48.67401500,-89.5823270,453.0
48.68895500,-89.6030000,439.0
48.69113700,-89.6036530,425.0
48.68779200,-89.6049530,459.0
48.68529800,-89.6053980,471.0
48.67742300,-89.5916830,469.0
48.67030000,-89.5691850,456.0
48.66755000,-89.5666670,441.0
48.66474500,-89.5679420,428.0
48.66181500,-89.5741150,413.0
48.65317200,-89.5755730,381.0
48.64985000,-89.5814050,348.0
48.65050500,-89.5867400,336.0
48.65942300,-89.5911400,323.0
48.65264700,-89.5879630,320.0
48.60565700,-89.6039330,319.0
48.60115300,-89.6102620,318.0
48.59753500,-89.6113830,313.0
48.59000500,-89.6032570,337.0
48.58478200,-89.6014630,319.0
48.58145500,-89.5975050,321.0
48.57408700,-89.5977720,309.0
48.55952300,-89.5877080,306.0
48.55586000,-89.5904030,306.0
48.55165500,-89.5872130,306.0
48.54040000,-89.5915120,317.0
48.53540000,-89.5863130,316.0
48.53359000,-89.5878730,309.0
48.53693420,-89.5991111,312.0
48.53367600,-89.6088986,365.0
48.53170620,-89.6284736,336.0
48.54254330,-89.6679669,344.0
48.54837880,-89.7057436,330.0
48.55671470,-89.7445502,391.0
48.58179030,-89.8204469,427.0
48.60050620,-89.8963435,384.0
48.60763910,-89.9539527,422.0
48.61976610,-90.0088152,454.0
48.62712610,-90.0657377,463.0
48.63593580,-90.1077429,477.0
48.62012640,-90.1518081,468.0
48.63526660,-90.1802694,452.0
48.64829900,-90.2344453,476.0
48.67085280,-90.2910244,453.0
48.66528880,-90.3469170,477.0
48.64576450,-90.4612769,468.0
48.65028940,-90.5177703,483.0
48.64756220,-90.5463603,482.0
48.64716000,-90.5735223,463.0
48.65411730,-90.6896536,490.0
48.66397090,-90.7456319,468.0
48.68518500,-90.8274620,503.0
48.67917500,-90.8597430,497.0
48.68008800,-90.8850330,494.0
48.67645700,-90.9574700,484.0
48.67817700,-90.9694830,469.0
48.67513300,-90.9913930,484.0
48.67784800,-91.0054680,491.0
48.67858500,-91.0255350,464.0
48.66191300,-91.0791430,463.0
48.66748000,-91.0920630,455.0
48.67448000,-91.1247580,421.0
48.66260000,-91.1368900,419.0
48.66172500,-91.1436900,417.0
48.65597300,-91.1479000,421.0
48.65760500,-91.1521120,418.0
48.65631700,-91.1555500,419.0
48.65754300,-91.1563500,422.0
48.65819200,-91.1543450,418.0
48.65682800,-91.1538520,418.0
48.65764200,-91.1521020,418.0
48.65616700,-91.1471830,423.0
48.66014500,-91.1441330,411.0
48.66231200,-91.1364600,421.0
48.67467700,-91.1258120,416.0
48.67455500,-91.1226000,420.0
48.68076500,-91.1403030,447.0
48.68470000,-91.1665930,457.0
48.68799000,-91.1756970,453.0
48.69103000,-91.1914020,447.0
48.69625000,-91.2021920,448.0
48.70277800,-91.2086450,457.0
48.71049500,-91.2302830,466.0
48.72288300,-91.2518530,449.0
48.72427000,-91.2762630,435.0
48.72391700,-91.3153770,444.0
48.73032300,-91.3318630,431.0
48.73780000,-91.3399400,445.0
48.74002800,-91.3457420,446.0
48.74207700,-91.3682970,437.0
48.73513800,-91.4066530,442.0
48.72793800,-91.4244730,440.0
48.72802500,-91.4520980,442.0
48.72157500,-91.4766930,443.0
48.71605000,-91.4726730,451.0
48.71172000,-91.4744670,440.0
48.70407500,-91.4722200,434.0
48.70651000,-91.4693900,445.0
48.70769500,-91.4690150,442.0
48.70565300,-91.4693930,440.0
48.70906800,-91.4697200,442.0
48.71253700,-91.4742580,441.0
48.71606800,-91.4727200,451.0
48.72130500,-91.4774920,443.0
48.71737800,-91.4892680,446.0
48.71338600,-91.5234631,445.0
48.71664280,-91.5562850,468.0
48.72442910,-91.5911668,417.0
48.75576700,-91.6233020,391.0
48.76382300,-91.6202520,391.0
48.76386200,-91.6157580,391.0
48.75832300,-91.6069200,393.0
48.75484300,-91.6085950,393.0
48.75212500,-91.5997170,395.0
48.74735300,-91.5948620,395.0
48.72893700,-91.6009580,421.0
48.72501200,-91.5991650,412.0
48.72889300,-91.6501550,420.0
48.72870800,-91.6684120,406.0
48.73210800,-91.6823030,409.0
48.73137000,-91.6942970,412.0
48.73842200,-91.7091870,416.0
48.73927200,-91.7204100,414.0
48.73225700,-91.7441580,408.0
48.73206000,-91.7540700,407.0
48.73475500,-91.7636130,399.0
48.73548700,-91.7822550,414.0
48.73034700,-91.8028480,410.0
48.72467700,-91.8172050,414.0
48.72156200,-91.8460280,418.0
48.72499800,-91.8636270,430.0
48.71918000,-91.8958230,394.0
48.72232500,-91.9195100,394.0
48.72583200,-91.9264330,408.0
48.72796200,-91.9399530,407.0
